NOM,EPCI,F18-24
Pontgouin,200058360,31
Poupry,200070159,3
Prasville,200070159,12
Pré-Saint-Évroult,242852465,4
Pré-Saint-Martin,242852465,4
Prudemanche,200040277,8
Prunay-le-Gillon,200033181,21
La Puisaye,200069912,3
Puiseux,200040277,6
Réclainville,200070159,5
Les Ressuintes,200069912,0
Revercourt,200040277,0
Rohaire,200069912,4
Roinville,200033181,13
Rouvray-Saint-Denis,200070159,10
Rouvres,200040277,22
Rueil-la-Gadelière,200040277,15
Saint-Ange-et-Torçay,200040277,4
Saint-Arnoult-des-Bois,200058360,19
Saint-Aubin-des-Bois,200033181,13
Saint-Avit-les-Guespières,200058360,4
Saint-Bomer,200006971,5
Saint-Christophe,200069961,3
Villemaury,200069961,36
Saintigny,200070167,20
Sainte-Gemme-Moronval,200040277,25
Saint-Denis-des-Puits,200058360,2
Saint-Denis-Lanneray,200069961,46
Saint-Éliph,200070167,18
Saint-Éman,200058360,1
Saint-Georges-sur-Eure,200033181,54
Saint-Germain-le-Gaillard,200058360,10
Saint-Jean-de-Rebervilliers,200040277,5
Saint-Jean-Pierre-Fixte,200006971,5
Saint-Laurent-la-Gâtine,200069953,7
Saint-Léger-des-Aubées,200033181,2
Saint-Lubin-de-Cravant,200040277,3
Saint-Lubin-de-la-Haye,247800550,31
Saint-Lubin-des-Joncherets,200040277,123
Saint-Lucien,200069953,5
Saint-Luperce,200058360,14
Saint-Maixme-Hauterive,200040277,6
Saint-Martin-de-Nigelles,200069953,30
Saint-Maur-sur-le-Loir,242852465,7
Saint-Maurice-Saint-Germain,200070167,19
Saint-Ouen-Marchefroy,200040277,2
Saint-Piat,200069953,18
Saint-Prest,200033181,31
Saint-Rémy-sur-Avre,200040277,139
Saint-Sauveur-Marville,200040277,15
Saint-Victor-de-Buthon,200070167,10
Sainville,200070159,31
Sancheville,242852465,16
Sandarville,200033181,12
Santeuil,200033181,12
Santilly,200070159,11
La Saucelle,200069912,7
Saulnières,200040277,21
Saumeray,242852465,5
Saussay,200040277,36
Senantes,200069953,8
Senonches,200069912,63
Serazereux,200040277,13
Serville,200040277,8
Sorel-Moussel,200040277,36
Souancé-au-Perche,200006971,7
Soulaires,200069953,8
Sours,200033181,51
Terminiers,200070159,27
Theuville,200033181,15
Le Thieulin,200058360,20
Thimert-Gâtelles,200040277,28
Thiron-Gardais,200070167,21
Thivars,200033181,26
Thiville,200069961,6
Tillay-le-Péneux,200070159,4
Toury,200070159,93
Trancrainville,200070159,6
Tremblay-les-Villages,200040277,47
Tréon,200040277,37
Trizay-Coutretot-Saint-Serge,200006971,10
Trizay-lès-Bonneval,242852465,8
Umpeau,200033181,9
Unverre,200069961,28
Varize,200070159,4
Vaupillon,200070167,10
Ver-lès-Chartres,200033181,20
Vernouillet,200040277,385
Vert-en-Drouais,200040277,21
Éole-en-Beauce,200070159,22
Vichères,200006971,4
Vierville,200069953,3
Vieuvicq,200058360,7
Villampuy,200069961,8
Villars,200070159,3
Villebon,200058360,2
Villemeux-sur-Eure,200040277,46
Villiers-le-Morhier,200069953,23
Villiers-Saint-Orien,242852465,3
Vitray-en-Beauce,200033181,7
Voise,200033181,12
Les Villages Vovéens,200070159,107
Yermenonville,200069953,14
Yèvres,200069961,28
Ymeray,200069953,11
Ymonville,200070159,8
Argol,200066868,18
Arzano,242900694,22
Audierne,242900629,76
Bannalec,242900694,133
Baye,242900694,24
Bénodet,242900660,56
Berrien,200067197,13
Beuzec-Cap-Sizun,242900629,9
Bodilis,242900751,53
Bohars,242900314,107
Bolazec,200067197,0
Botmeur,200067197,8
Botsorhel,242900835,11
Bourg-Blanc,242900553,94
Brasparts,200067197,25
Brélès,242900074,12
Brennilis,200067197,9
Brest,242900314,11659
Briec,200068120,168
Plounéour-Brignogan-plages,242900793,24
Camaret-sur-Mer,200066868,41
Carantec,242900835,32
Carhaix-Plouguer,242900744,206
Cast,200067247,25
Châteaulin,200067247,158
Châteauneuf-du-Faou,242900561,87
Cléden-Cap-Sizun,242900629,9
Cléden-Poher,242900744,25
Cléder,200067072,85
Clohars-Carnoët,242900694,53
Clohars-Fouesnant,242900660,54
Le Cloître-Pleyben,200067247,19
Le Cloître-Saint-Thégonnec,242900835,14
Coat-Méal,242900553,25
Collorec,242900561,15
Combrit,242900702,67
Commana,242900751,21
Concarneau,242900769,496
Le Conquet,242900074,54
Coray,242900561,44
Crozon,200066868,142
Daoulas,242900801,30
Dinéault,200067247,132
Dirinon,242900801,57
Douarnenez,242900645,325
Le Drennec,242900553,56
Edern,200068120,57
Elliant,242900769,67
Ergué-Gabéric,200068120,188
Le Faou,200066868,71
La Feuillée,200067197,7
Le Folgoët,242900793,69
La Forest-Landerneau,242900801,41
La Forêt-Fouesnant,242900660,67
Fouesnant,242900660,216
Garlan,242900835,30
Gouesnach,242900660,42
Gouesnou,242900314,197
Gouézec,200067247,23
Goulien,242900629,8
Goulven,242900793,13
Gourlizon,242900710,24
Guengat,200068120,47
Guerlesquin,242900835,26
Guiclan,242900751,55
Guilers,242900314,256
Guiler-sur-Goyen,242900710,8
Guilligomarc'h,242900694,19
Guilvinec,242900702,56
Guimaëc,242900835,14
Guimiliau,242900751,30
Guipavas,242900314,492
Milizac-Guipronvel,242900074,109
Guissény,242900793,32
Hanvec,242900801,37
Henvic,242900835,20
Hôpital-Camfrout,242900801,33
Huelgoat,200067197,20
Île-de-Batz,200067072,7
Île-de-Sein,ZZZZZZZZZ,3
Île-Molène,242900074,2
Île-Tudy,242900702,5
Irvillac,242900801,33
Le Juch,242900645,16
Kergloff,242900744,21
Kerlaz,242900645,16
Kerlouan,242900793,32
Kernilis,242900793,39
Kernouës,242900793,21
Kersaint-Plabennec,242900553,41
Lampaul-Guimiliau,242900751,47
Lampaul-Plouarzel,242900074,57
Lampaul-Ploudalmézeau,242900074,11
Lanarvily,242900793,17
Landéda,242900553,92
Landeleau,242900561,21
Landerneau,242900801,558
Landévennec,200066868,1
Landivisiau,242900751,314
Landrévarzec,200068120,38
Landudal,200068120,23
Landudec,242900710,24
Landunvez,242900074,14
Langolen,200068120,23
Lanhouarneau,200067072,27
Lanildut,242900074,20
Lanmeur,242900835,41
Lannéanou,242900835,7
Lannédern,200067247,4
Lanneuffret,242900801,4
Lannilis,242900553,160
Lanrivoaré,242900074,34
Lanvéoc,200066868,37
Laz,242900561,9
Lennon,200067247,17
Lesneven,242900793,246
Leuhan,242900561,20
Loc-Brévalaire,242900553,9
Loc-Eguiner,242900751,6
Locmaria-Plouzané,242900074,128
Locmélar,242900751,10
Locquénolé,242900835,17
Locquirec,242900835,22
Locronan,200068120,22
Loctudy,242900702,93
Locunolé,242900694,24
Logonna-Daoulas,242900801,42
Lopérec,200067197,33
Loperhet,242900801,93
Loqueffret,200067197,4
Lothey,200067247,13
Mahalon,242900629,17
La Martyre,242900801,12
Confort-Meilars,242900629,15
Melgven,242900769,58
Mellac,242900694,59
Mespaul,200067072,25
Moëlan-sur-Mer,242900694,95
Morlaix,242900835,692
Motreff,242900744,26
Névez,242900769,31
Ouessant,ZZZZZZZZZ,9
Pencran,242900801,45
Penmarch,242900702,101
Peumerit,242900710,9
Plabennec,242900553,259
Pleuven,242900660,63
Pleyben,200067247,100
Pleyber-Christ,242900835,63
Plobannalec-Lesconil,242900702,62
Ploéven,200067247,10
Plogastel-Saint-Germain,242900710,39
Plogoff,242900629,16
Plogonnec,200068120,57
Plomelin,200068120,95
Plomeur,242900702,88
Plomodiern,200067247,40
Plonéis,200068120,65
Plonéour-Lanvern,242900710,133
Plonévez-du-Faou,242900561,50
Plonévez-Porzay,200067247,32
Plouarzel,242900074,106
Ploudalmézeau,242900074,126
Ploudaniel,242900793,102
Ploudiry,242900801,20
Plouédern,242900801,78
Plouégat-Guérand,242900835,21
Plouégat-Moysan,242900835,14
Plouénan,200067072,62
Plouescat,200067072,83
Plouezoc'h,242900835,18
Plougar,242900751,21
Plougasnou,242900835,27
Plougastel-Daoulas,242900314,304
Plougonvelin,242900074,78
Plougonven,242900835,64
Plougoulm,200067072,34
Plougourvest,242900751,37
Plouguerneau,242900553,139
Plouguin,242900553,38
Plouhinec,242900629,68
Plouider,242900793,39
Plouigneau,242900835,121
Ploumoguer,242900074,59
Plounéour-Ménez,242900835,14
Plounéventer,242900751,45
Plounévézel,242900744,35
Plounévez-Lochrist,200067072,40
Plourin-lès-Morlaix,242900835,107
Plourin,242900074,30
Plouvien,242900553,94
Plouvorn,242900751,67
Plouyé,200067197,15
Plouzané,242900314,393
Plouzévédé,242900751,30
Plovan,242900710,9
Plozévet,242900710,57
Pluguffan,200068120,105
Pont-Aven,242900769,50
Pont-Croix,242900629,23
Pont-l'Abbé,242900702,258
Porspoder,242900074,30
Port-Launay,200067247,13
Pouldergat,242900645,31
Pouldreuzic,242900710,31
Poullan-sur-Mer,242900645,18
Poullaouen,242900744,32
Primelin,242900629,11
Quéménéven,200068120,28
Querrien,242900694,35
Quimper,200068120,3338
Quimperlé,242900694,312
Rédené,242900694,61
Le Relecq-Kerhuon,242900314,359
Riec-sur-Bélon,242900694,66
La Roche-Maurice,242900801,38
Roscanvel,200066868,8
Roscoff,200067072,80
Rosnoën,200066868,9
Rosporden,242900769,194
Saint-Coulitz,200067247,12
Saint-Derrien,242900751,17
Saint-Divy,242900801,34
Saint-Eloy,242900801,8
Saint-Évarzec,242900660,76
Saint-Frégant,242900793,29
Saint-Goazec,242900561,8
Saint-Hernin,242900744,15
Saint-Jean-du-Doigt,242900835,4
Saint-Jean-Trolimon,242900702,21
Saint-Martin-des-Champs,242900835,116
Saint-Méen,242900793,22
Saint-Nic,200067247,5
Saint-Pabu,242900553,50
Saint-Pol-de-Léon,200067072,183
Saint-Renan,242900074,268
Saint-Rivoal,200067197,3
Saint-Sauveur,242900751,22
Saint-Ségal,200067247,21
Saint-Servais,242900751,30
Sainte-Sève,242900835,25
Saint-Thégonnec Loc-Eguiner,242900835,71
Saint-Thois,242900561,10
Saint-Thonan,242900801,45
Saint-Thurien,242900694,32
Saint-Urbain,242900801,33
Saint-Vougay,242900751,21
Saint-Yvi,242900769,66
Santec,200067072,46
Scaër,242900694,95
Scrignac,200067197,13
Sibiril,200067072,19
Sizun,242900751,54
Spézet,242900561,39
Taulé,242900835,56
Telgruc-sur-Mer,200066868,28
Tourch,242900769,28
Trébabu,242900074,6
Treffiagat,242900702,38
Tréflaouénan,200067072,12
Tréflévénez,242900801,6
Tréflez,200067072,22
Trégarantec,242900793,16
Trégarvan,200067247,1
Tréglonou,242900553,12
Trégourez,242900561,24
Tréguennec,242900702,4
Trégunc,242900769,126
Le Tréhou,242900801,13
Trémaouézan,242900801,10
Tréméoc,242900702,20
Tréméven,242900694,42
Tréogat,242900710,11
Tréouergat,242900074,8
Le Trévoux,242900694,30
Trézilidé,242900751,6
Pont-de-Buis-lès-Quimerch,200066868,73
Afa,242010056,55
Ajaccio,242010056,2105
Alata,242010056,83
Albitreccia,200038958,14
Altagène,242000495,2
Ambiegna,200067049,3
Appietto,242010056,29
Arbellara,242010130,2
Arbori,200067049,1
Argiusta-Moriccio,242010130,0
Arro,200067049,2
Aullène,242000495,3
Azilone-Ampaza,200038958,2
Azzana,200067049,2
Balogna,200067049,4
Bastelica,242000503,10
Bastelicaccia,242000503,126
Belvédère-Campomoro,242010130,1
Bilia,242010130,4
Bocognano,242000503,9
Bonifacio,200040764,84
Calcatoggio,200067049,8
Campo,200038958,2
Cannelle,200067049,1
Carbini,242000495,1
Carbuccia,242000503,14
Cardo-Torgia,200038958,0
Cargèse,200067049,23
Cargiaca,242000495,2
Casaglione,200067049,4
Casalabriva,242010130,4
Cauro,200038958,45
Ciamannacce,200038958,1
Coggia,200067049,11
Cognocoli-Monticchi,200038958,4
Conca,242000495,23
Corrano,200038958,1
Coti-Chiavari,200038958,11
Cozzano,200038958,10
Cristinacce,200067049,0
Cuttoli-Corticchiato,242010056,50
Eccica-Suarella,242000503,30
Évisa,200067049,5
Figari,200040764,36
Foce,242010130,5
Forciolo,200038958,0
Fozzano,242010130,3
Frasseto,200038958,4
Giuncheto,242010130,1
Granace,242010130,0
Grossa,242010130,1
Grosseto-Prugna,200038958,82
Guagno,200067049,5
Guargualé,200038958,4
Guitera-les-Bains,200038958,2
Lecci,200040764,56
Letia,200067049,1
Levie,242000495,16
Lopigna,200067049,0
Loreto-di-Tallano,242000495,0
Marignana,200067049,3
Mela,242000495,0
Moca-Croce,242010130,7
Monacia-d'Aullène,200040764,16
Murzo,200067049,3
Ocana,242000503,11
Olivese,200038958,3
Olmeto,242010130,30
Olmiccia,242000495,2
Orto,200067049,0
Osani,200067049,1
Ota,200067049,16
Palneca,200038958,4
Partinello,200067049,0
Pastricciola,200067049,2
Peri,242010056,60
Petreto-Bicchisano,242010130,15
Piana,200067049,8
Pianottoli-Caldarello,200040764,17
Pietrosella,200038958,52
Pila-Canale,200038958,7
Poggiolo,200067049,5
Porto-Vecchio,200040764,287
Propriano,242010130,89
Quasquara,200038958,0
Quenza,242000495,2
Renno,200067049,1
Rezza,200067049,0
Rosazia,200067049,0
Salice,200067049,2
Sampolo,200038958,1
Sari-Solenzara,242000495,27
Sari-d'Orcino,200067049,2
Sarrola-Carcopino,242010056,80
Sartène,242010130,106
Serra-di-Ferro,200038958,10
Serra-di-Scopamène,242000495,1
Serriera,200067049,3
Soccia,200067049,1
Sollacaro,242010130,8
Sorbollano,242000495,0
Sotta,200040764,37
Sant'Andréa-d'Orcino,200067049,1
San-Gavino-di-Carbini,242000495,26
Sainte-Lucie-de-Tallano,242000495,12
Santa-Maria-Figaniella,242010130,1
Santa-Maria-Siché,200038958,6
Tasso,200038958,1
Tavaco,242010056,10
Tavera,242000503,4
Tolla,242000503,1
Ucciani,242000503,20
Urbalacone,200038958,0
Valle-di-Mezzana,242010056,17
Vero,242000503,14
Vico,200067049,20
Viggianello,242010130,32
Villanova,242010056,7
Zérubia,242000495,0
Zévaco,200038958,1
Zicavo,200038958,8
Zigliara,200038958,2
Zonza,242000495,56
Zoza,242000495,0
Aghione,200015162,4
Aiti,200073138,0
Alando,200073138,1
Albertacce,200073138,7
Aléria,200015162,56
Algajola,242020105,2
Altiani,200015162,0
Alzi,200073138,0
Ampriani,200015162,1
Antisanti,200015162,3
Aregno,242020105,15
Asco,200073138,1
Avapessa,242020105,3
Barbaggio,200073120,7
Barrettali,200042943,1
Bastia,242000354,1898
Belgodère,200073104,18
Bigorno,200036499,3
Biguglia,200036499,245
Bisinchi,200073138,9
Borgo,200036499,290
Brando,200042943,37
Bustanico,200073138,1
Cagnano,200042943,0
Calacuccia,200073138,2
Calenzana,242020105,52
Calvi,242020105,113
Cambia,200073138,1
Campana,200073252,0
Campi,200015162,0
Campile,200073252,3
Campitello,200036499,0
Canale-di-Verde,200015162,2
Canari,200042943,6
Canavaggia,200073138,3
Carcheto-Brustico,200073252,2
Carpineto,200073252,0
Carticasi,200073138,0
Casabianca,200073252,7
Casalta,200073252,1
Casamaccioli,200073138,0
Casanova,242020071,7
Casevecchie,200015162,3
Castellare-di-Casinca,200073252,23
Castellare-di-Mercurio,200073138,2
Castello-di-Rostino,200073138,13
Castifao,200073138,3
Castiglione,200073138,0
Castineta,200073138,0
Castirla,200073138,3
Cateri,242020105,5
Centuri,200042943,7
Cervione,200034205,52
Chiatra,200015162,1
Corbara,200073104,19
Corscia,200073138,4
Corte,242020071,1392
Costa,200073104,0
Croce,200073252,1
Crocicchia,200073252,0
Erbajolo,200073138,2
Érone,200073138,0
Ersa,200042943,2
Farinole,200073120,3
Favalello,200073138,5
Felce,200034205,1
Feliceto,200073104,5
Ficaja,200073252,1
Focicchia,200073138,3
Furiani,242000354,169
Galéria,242020105,2
Gavignano,200073138,0
Ghisonaccia,200033827,127
Ghisoni,200033827,4
Giocatojo,200073252,1
Giuncaggio,200015162,2
L'Île-Rousse,200073104,99
Isolaccio-di-Fiumorbo,200033827,11
Lama,200073104,5
Lano,200073138,0
Lavatoggio,242020105,5
Lento,200036499,3
Linguizzetta,200015162,29
Loreto-di-Casinca,200073252,3
Lozzi,200073138,2
Lucciana,200036499,235
Lugo-di-Nazza,200033827,4
Lumio,242020105,17
Luri,200042943,19
Manso,242020105,1
Matra,200015162,1
Mausoléo,200073104,1
Mazzola,200073138,0
Meria,200042943,2
Moïta,200015162,0
Moltifao,200073138,18
Monacia-d'Orezza,200073252,1
Moncale,242020105,7
Monte,200036499,24
Montegrosso,242020105,6
Monticello,200073104,44
Morosaglia,200073138,31
Morsiglia,200042943,3
Muracciole,242020071,0
Murato,200073120,9
Muro,200073104,11
Nessa,200073104,2
Nocario,200073252,2
Noceta,242020071,0
Nonza,200042943,1
Novale,200034205,0
Novella,200073104,2
Occhiatana,200073104,6
Ogliastro,200042943,1
Olcani,200042943,0
Oletta,200073120,36
Olmeta-di-Capocorso,200042943,4
Olmeta-di-Tuda,200073120,17
Olmi-Cappella,200073104,7
Olmo,200036499,6
Omessa,200073138,31
Ortale,200034205,0
Ortiporio,200073252,3
Palasca,200073104,3
Pancheraccia,200015162,6
Parata,200073252,1
Patrimonio,200073120,16
Penta-Acquatella,200073252,0
Penta-di-Casinca,200073252,92
Perelli,200034205,1
Pero-Casevecchie,200034205,3
Pianello,200015162,1
Piano,200073252,0
Piazzali,200034205,1
Piazzole,200073252,3
Piedicorte-di-Gaggio,200015162,0
Piedicroce,200073252,1
Piedigriggio,200073138,2
Piedipartino,200073252,2
Pie-d'Orezza,200073252,1
Pietralba,200073104,14
Pietracorbara,200042943,13
Pietra-di-Verde,200015162,1
Pietraserena,200015162,2
Pietricaggio,200034205,0
Pietroso,200033827,10
Piève,200073120,1
Pigna,200073104,2
Pino,200042943,6
Piobetta,200034205,0
Pioggiola,200073104,3
Poggio-di-Nazza,200033827,3
Poggio-di-Venaco,242020071,15
Poggio-d'Oletta,200073120,3
Poggio-Marinaccio,200073252,1
Poggio-Mezzana,200034205,19
Polveroso,200073252,1
Popolasca,200073138,1
Porri,200073252,2
La Porta,200073252,3
Prato-di-Giovellina,200073138,0
Prunelli-di-Casacconi,200073252,3
Prunelli-di-Fiumorbo,200033827,99
Pruno,200073252,8
Quercitello,200073252,1
Rapaggio,200073252,0
Rapale,200073120,5
Riventosa,242020071,7
Rogliano,200042943,6
Rospigliani,242020071,3
Rusio,200073138,0
Rutali,200073120,10
Saliceto,200073138,0
Scata,200073252,1
Scolca,200036499,3
Sermano,200073138,3
Serra-di-Fiumorbo,200033827,15
Silvareccio,200073252,4
Sisco,200042943,21
Solaro,200033827,14
Sorbo-Ocagnano,200073252,32
Sorio,200073120,2
Soveria,200073138,8
Speloncato,200073104,5
Stazzona,200073252,2
Sant'Andréa-di-Bozio,200073138,0
Sant'Andréa-di-Cotone,200034205,9
Sant'Antonino,242020105,7
San-Damiano,200073252,1
Saint-Florent,200073120,39
San-Gavino-d'Ampugnani,200073252,2
San-Gavino-di-Tenda,200073120,0
San-Giovanni-di-Moriani,200034205,0
San-Giuliano,200034205,19
San-Lorenzo,200073138,4
San-Martino-di-Lota,242000354,72
Santa-Lucia-di-Mercurio,200073138,6
Santa-Lucia-di-Moriani,200034205,36
Santa-Maria-di-Lota,242000354,44
Santa-Maria-Poggio,200034205,20
San-Nicolao,200034205,49
Santo-Pietro-di-Tenda,200073120,9
Santo-Pietro-di-Venaco,242020071,13
Santa-Reparata-di-Balagna,200073104,23
Santa-Reparata-di-Moriani,200034205,0
Taglio-Isolaccio,200034205,15
Talasani,200034205,19
Tallone,200015162,3
Tarrano,200034205,0
Tomino,200042943,3
Tox,200015162,1
Tralonca,200073138,7
Urtaca,200073104,4
Vallecalle,200073120,4
Valle-d'Alesani,200034205,1
Valle-di-Campoloro,200034205,4
Valle-di-Rostino,200073138,5
Valle-d'Orezza,200073252,0
Vallica,200073104,2
Velone-Orneto,200034205,1
Venaco,242020071,30
Ventiseri,200033827,85
Venzolasca,200073252,38
Verdèse,200073252,0
Vescovato,200073252,93
Vezzani,200033827,7
Vignale,200036499,7
Ville-di-Paraso,200073104,2
Ville-di-Pietrabugno,242000354,74
Vivario,242020071,15
Volpajola,200073252,11
Zalana,200015162,5
Zilia,242020105,11
Zuani,200015162,0
San-Gavino-di-Fiumorbo,200033827,6
Chisa,200033827,1
Aigaliers,200034379,11
Aigremont,200034411,26
Aigues-Mortes,243000650,217
Aigues-Vives,243000569,75
Aiguèze,200034692,2
Aimargues,243000593,168
Alès,200066918,1750
Allègre-les-Fumades,200035129,24
Alzon,243000270,3
Anduze,200066918,97
Les Angles,248400251,210
Aramon,243000684,101
Argilliers,200034379,10
Arpaillargues-et-Aureillac,200034379,25
Arphy,243000270,2
Arre,243000270,6
Arrigas,243000270,3
Aspères,243000296,12
Aubais,243000569,75
Aubord,243000593,77
Aubussargues,200034379,7
Aujac,200066918,6
Aujargues,243000296,17
Aulas,243000270,5
Aumessas,243000270,4
Avèze,243000270,23
Bagard,200066918,57
Bagnols-sur-Cèze,200034692,636
Barjac,200035129,30
Baron,200034379,12
La Bastide-d'Engras,200034379,3
Beaucaire,243000585,557
Beauvoisin,243000593,137
Bellegarde,243000585,270
Belvézet,200034379,4
Bernis,243000643,110
Bessèges,200035129,52
Bez-et-Esparon,243000270,11
Bezouce,243000643,59
Blandas,243000270,1
Blauzac,200034379,36
Boisset-et-Gaujac,200066918,52
Boissières,243000569,9
Bonnevaux,200066918,2
Bordezac,200035129,4
Boucoiran-et-Nozières,200066918,28
Bouillargues,243000643,196
Bouquet,200034379,2
Bourdic,200034379,6
Bragassargues,200034411,4
Branoux-les-Taillades,200066918,25
Bréau-Mars,243000270,10
Brignon,200066918,20
Brouzet-lès-Quissac,200034411,5
Brouzet-lès-Alès,200066918,19
La Bruguière,200034379,6
Cabrières,243000643,29
La Cadière-et-Cambo,200034411,2
Le Cailar,243000593,64
Caissargues,243000643,129
La Calmette,243000643,67
Calvisson,243000296,182
Campestre-et-Luc,243000270,3
Canaules-et-Argentières,200034411,15
Cannes-et-Clairan,243000296,14
La Capelle-et-Masmolène,200034379,8
Cardet,200034411,35
Carnas,200034411,11
Carsan,200034692,15
Cassagnoles,200034411,13
Castelnau-Valence,200066918,8
Castillon-du-Gard,200034379,49
Causse-Bégon,200034601,0
Caveirac,243000643,113
Cavillargues,200034692,18
Cendras,200066918,41
Chambon,200066918,3
