NOM,EPCI,F18-24
Saint-Julien-l'Ars,200069854,80
Saint-Laon,248600447,3
Saint-Laurent-de-Jourdes,200070043,3
Saint-Léger-de-Montbrillais,248600447,6
Saint-Léomer,200070043,2
Valdivienne,200070043,51
Saint-Martin-l'Ars,200070043,9
Saint-Maurice-la-Clouère,200070035,30
Saint-Pierre-de-Maillé,200070043,14
Saint-Pierre-d'Exideuil,200070035,16
Sainte-Radégonde,200069854,3
Saint-Rémy-sur-Creuse,248600413,8
Saint-Romain,200070035,8
Saint-Sauvant,200069854,27
Senillé-Saint-Sauveur,248600413,34
Saint-Savin,200070043,15
Val-de-Comporté,200070035,21
Saint-Secondin,200070035,10
Saires,248600447,3
Saix,248600447,10
Sammarçolles,248600447,17
Sanxay,200069854,10
Saulgé,200070043,15
Savigné,200070035,27
Savigny-Lévescault,200069854,34
Savigny-sous-Faye,248600413,10
Scorbé-Clairvaux,248600413,42
Sérigny,248600413,5
Sèvres-Anxaumont,200069854,62
Sillars,200070043,18
Smarves,200043628,74
Sommières-du-Clain,200070035,16
Sossais,248600413,9
Surin,200070035,4
Tercé,200069854,27
Ternay,248600447,6
Thollet,200070043,3
Thurageau,200069763,21
Thuré,248600413,60
La Trimouille,200070043,10
Les Trois-Moutiers,248600447,41
Usseau,248600413,9
Usson-du-Poitou,200070043,20
Vaux-sur-Vienne,248600413,14
Vellèches,248600413,10
Saint-Martin-la-Pallu,200069763,143
Vernon,200043628,12
Verrières,200070043,22
Verrue,248600447,14
Vézières,248600447,8
Vicq-sur-Gartempe,248600413,7
Le Vigeant,200070043,8
La Villedieu-du-Clain,200043628,48
Villemort,200070043,0
Villiers,200069763,29
Vivonne,200043628,111
Vouillé,200069763,95
Voulême,200070035,3
Voulon,200070035,9
Vouneuil-sous-Biard,200069854,175
Vouneuil-sur-Vienne,248600413,54
Vouzailles,200069763,15
Yversay,200069763,10
Aixe-sur-Vienne,248719288,178
Ambazac,200066512,130
Arnac-la-Poste,200071942,17
Augne,248719353,2
Aureil,248719312,18
Azat-le-Ris,200071942,4
Balledent,248719262,7
La Bazeuge,200071942,4
Beaumont-du-Lac,248719353,2
Bellac,200071942,77
Berneuil,200071942,9
Bersac-sur-Rivalier,200066512,8
Bessines-sur-Gartempe,200066512,70
Beynac,248719288,13
Les Billanges,200066512,8
Blanzac,200071942,6
Blond,200071942,10
Boisseuil,248719312,78
Bonnac-la-Côte,248719312,39
Bosmie-l'Aiguille,248719288,50
Breuilaufa,200066512,2
Le Buis,200066512,4
Bujaleuf,248719353,11
Burgnac,248719288,31
Bussière-Galant,200070506,16
Val-d'Oire-et-Gartempe,200071942,16
Les Cars,200070506,5
Chaillac-sur-Vienne,200059400,12
Le Chalard,248700189,10
Châlus,200070506,20
Chamboret,200066512,29
Champagnac-la-Rivière,200066520,13
Champnétery,248719361,5
Champsac,200066520,17
La Chapelle-Montbrandeix,200066520,4
Chaptelat,248719312,43
Château-Chervix,200040814,14
Châteauneuf-la-Forêt,248719338,21
Châteauponsac,248719262,29
Le Châtenet-en-Dognon,248719361,9
Cheissoux,248719353,4
Chéronnac,200059400,8
Cieux,200071942,24
Cognac-la-Forêt,200066520,28
Compreignac,200066512,28
Condat-sur-Vienne,248719312,137
Coussac-Bonneval,248700189,26
Couzeix,248719312,278
La Croisille-sur-Briance,248719338,11
La Croix-sur-Gartempe,200071942,3
Cromac,200071942,3
Cussac,200066520,42
Dinsac,200071942,4
Dompierre-les-Églises,200071942,5
Domps,248719353,0
Le Dorat,200071942,26
Dournazac,200070506,8
Droux,200071942,1
Eybouleuf,248719361,8
Eyjeaux,248719312,21
Eymoutiers,248719353,57
Feytiat,248719312,180
Flavignac,200070506,17
Folles,200066512,7
Fromental,200066512,6
Gajoubert,200071942,2
La Geneytouse,248719361,21
Glandon,248700189,12
Glanges,200040814,6
Gorre,200066520,8
Les Grands-Chézeaux,200071942,1
Isle,248719312,274
Jabreilles-les-Bordes,200066512,8
Janailhac,200070506,12
Javerdat,200059400,17
La Jonchère-Saint-Maurice,200066512,25
Jouac,200071942,3
Jourgnac,248719288,25
Ladignac-le-Long,248700189,11
Laurière,200066512,10
Lavignac,200070506,4
Limoges,248719312,10954
Linards,248719338,13
Lussac-les-Églises,200071942,9
Magnac-Bourg,200040814,26
Magnac-Laval,200071942,63
Mailhac-sur-Benaize,200071942,2
Maisonnais-sur-Tardoire,200066520,2
Marval,200066520,6
Masléon,248719338,2
Meilhac,200070506,15
Meuzac,200040814,13
La Meyze,248700189,15
Val d'Issoire,200071942,23
Moissannes,248719361,8
Montrol-Sénard,200071942,4
Mortemart,200071942,1
Nantiat,200066512,33
Nedde,248719353,6
Neuvic-Entier,248719338,15
Nexon,200070506,49
Nieul,200066512,38
Nouic,200071942,6
Oradour-Saint-Genest,200071942,3
Oradour-sur-Glane,200059400,54
Oradour-sur-Vayres,200066520,25
Pageas,200070506,12
Le Palais-sur-Vienne,248719312,126
Panazol,248719312,286
Pensol,200066520,1
Peyrat-de-Bellac,200071942,19
Peyrat-le-Château,248719353,18
Peyrilhac,248719312,25
Pierre-Buffière,200040814,40
La Porcherie,200040814,9
Rancon,248719262,5
Razès,200066512,36
Rempnat,248719353,1
Rilhac-Lastours,200070506,4
Rilhac-Rancon,248719312,122
Rochechouart,200059400,73
La Roche-l'Abeille,248700189,15
Saint-Pardoux-le-Lac,248719262,29
Royères,248719361,22
Roziers-Saint-Georges,248719338,6
Saillat-sur-Vienne,200059400,16
Saint-Amand-le-Petit,248719353,3
Saint-Amand-Magnazeix,248719262,9
Sainte-Anne-Saint-Priest,248719353,0
Saint-Auvent,200066520,22
Saint-Bazile,200066520,2
Saint-Bonnet-Briance,248719361,10
Saint-Bonnet-de-Bellac,200071942,12
Saint-Brice-sur-Vienne,200059400,33
Saint-Cyr,200066520,10
Saint-Denis-des-Murs,248719361,13
Saint-Gence,248719312,69
Saint-Genest-sur-Roselle,200040814,8
Saint-Georges-les-Landes,200071942,5
Saint-Germain-les-Belles,200040814,27
Saint-Gilles-les-Forêts,248719338,1
Saint-Hilaire-Bonneval,200040814,28
Saint-Hilaire-la-Treille,200071942,8
Saint-Hilaire-les-Places,200070506,14
Saint-Jean-Ligoure,200070506,12
Saint-Jouvent,200066512,39
Saint-Julien-le-Petit,248719353,6
Saint-Junien,200059400,364
Saint-Junien-les-Combes,200071942,1
Saint-Just-le-Martel,248719312,62
Saint-Laurent-les-Églises,200066512,16
Saint-Laurent-sur-Gorre,200066520,28
Saint-Léger-la-Montagne,200066512,7
Saint-Léger-Magnazeix,200071942,10
Saint-Léonard-de-Noblat,248719361,101
Sainte-Marie-de-Vaux,200066520,10
Saint-Martial-sur-Isop,200071942,1
Saint-Martin-de-Jussac,200059400,10
Saint-Martin-le-Mault,200071942,0
Saint-Martin-le-Vieux,248719288,19
Saint-Martin-Terressus,248719361,12
Saint-Mathieu,200066520,21
Saint-Maurice-les-Brousses,200070506,23
Saint-Méard,248719338,6
Saint-Ouen-sur-Gartempe,200071942,6
Saint-Paul,248719361,20
Saint-Priest-Ligoure,200070506,14
Saint-Priest-sous-Aixe,248719288,42
Saint-Priest-Taurion,200066512,73
Saint-Sornin-la-Marche,200071942,3
Saint-Sornin-Leulac,248719262,6
Saint-Sulpice-Laurière,200066512,19
Saint-Sulpice-les-Feuilles,200071942,16
Saint-Sylvestre,200066512,26
Saint-Victurnien,200059400,31
Saint-Vitte-sur-Briance,200040814,4
Saint-Yrieix-la-Perche,248700189,171
Saint-Yrieix-sous-Aixe,248719288,4
Les Salles-Lavauguyon,200059400,1
Sauviat-sur-Vige,248719361,15
Séreilhac,248719288,60
Solignac,248719312,43
Surdoux,248719338,0
Sussac,248719338,10
Tersannes,200071942,2
Thouron,200066512,10
Vaulry,200066512,18
Vayres,200059400,13
Verneuil-Moustiers,200071942,3
Verneuil-sur-Vienne,248719312,93
Veyrac,248719312,43
Vicq-sur-Breuilh,200040814,31
Videix,200059400,2
Le Vigen,248719312,67
Villefavard,200071942,4
Les Ableuvenettes,200068369,1
Ahéville,200068369,2
Aingeville,200068682,1
Ainvelle,200068773,1
Allarmont,200071066,3
Ambacourt,200068369,7
Ameuvelle,200068773,0
Anglemont,200005957,4
Anould,200071066,73
Aouze,200068559,6
Arches,200068757,59
Archettes,200068757,27
Aroffe,200068559,2
Arrentès-de-Corcieux,200071066,0
Attignéville,200068559,2
Attigny,200068773,0
Aulnois,200068682,1
Autigny-la-Tour,200068559,0
Autreville,200068559,5
Autrey,200005957,6
Auzainvilliers,200068682,11
Avillers,200068369,1
Avrainville,200068369,1
Avranville,200068559,1
Aydoilles,200068757,11
Badménil-aux-Bois,200068757,5
La Baffe,200068757,15
La Vôge-les-Bains,200068757,28
Bainville-aux-Saules,200068369,2
Balléville,200068559,2
Ban-de-Laveline,200071066,28
Ban-de-Sapt,200071066,5
Barbey-Seroux,200071066,5
Barville,200068559,3
Basse-sur-le-Rupt,200096634,9
Battexey,200068369,1
Baudricourt,200068369,10
Bayecourt,200068757,8
Bazegney,200068369,1
Bazien,200005957,0
Bazoilles-et-Ménil,200068682,2
Bazoilles-sur-Meuse,200068559,16
Beaufremont,200068682,3
Beauménil,200042000,2
Begnécourt,200068369,5
Bellefontaine,200068757,18
Belmont-lès-Darney,200068773,0
Belmont-sur-Buttant,200042000,12
Belmont-sur-Vair,200068682,5
Belrupt,200068773,5
Belval,200071066,5
Bertrimoutier,200071066,8
Bettegney-Saint-Brice,200068369,5
Bettoncourt,200068369,5
Le Beulay,200071066,1
Biécourt,200068369,0
Biffontaine,200071066,9
Blémerey,200068369,0
Bleurville,200068773,4
Blevaincourt,200068773,3
Bocquegney,200068369,2
Bois-de-Champ,200071066,3
Bonvillet,200068773,5
Boulaincourt,200068369,3
La Bourgonce,200071066,17
Bouxières-aux-Bois,200068369,2
Bouxurulles,200068369,4
Bouzemont,200068369,3
Brantigny,200068757,9
Brechainville,200068559,1
La Bresse,200096634,79
Brouvelieures,200042000,11
Brû,200005957,13
Bruyères,200042000,108
Bulgnéville,200068682,37
Bult,200005957,16
Bussang,200033868,20
Celles-sur-Plaine,200071066,23
Certilleux,200068559,4
Chamagne,200068757,21
Champdray,200096642,6
Champ-le-Duc,200042000,9
Chantraine,200068757,100
La Chapelle-aux-Bois,200068757,11
La Chapelle-devant-Bruyères,200071066,9
Charmes,200068757,191
Charmois-devant-Bruyères,200042000,8
Charmois-l'Orgueilleux,200068757,10
Châtas,200071066,0
Châtel-sur-Moselle,200068757,53
Châtenois,200068559,59
Châtillon-sur-Saône,200068773,2
Chauffecourt,200068369,0
Chaumousey,200068757,20
Chavelot,200068757,32
Chef-Haut,200068369,0
Cheniménil,200042000,51
Chermisey,200068559,2
Circourt,200068369,2
Circourt-sur-Mouzon,200068559,5
Claudon,200068773,6
Ban-sur-Meurthe-Clefcy,200071066,25
Clérey-la-Côte,200068559,1
Le Clerjus,200068757,8
Cleurie,200096634,9
Clézentaine,200005957,5
Coinches,200071066,3
Combrimont,200071066,4
Contrexéville,200068682,133
Corcieux,200071066,40
Cornimont,200096634,62
Courcelles-sous-Châtenois,200068559,1
Coussey,200068559,18
Crainvilliers,200068682,4
La Croix-aux-Mines,200071066,9
Damas-aux-Bois,200068757,8
Damas-et-Bettegney,200068369,10
Damblain,200068773,6
Darney,200068773,29
Darney-aux-Chênes,200068559,0
Darnieulles,200068757,40
Deinvillers,200005957,0
Denipaire,200071066,5
Derbamont,200068369,1
Destord,200042000,8
Deycimont,200042000,7
Deyvillers,200068757,25
Dignonville,200068757,7
Dinozé,200068757,9
Docelles,200042000,31
Dogneville,200068757,36
Dolaincourt,200068559,3
Dombasle-devant-Darney,200068773,2
Dombasle-en-Xaintois,200068369,3
Dombrot-le-Sec,200068773,9
Dombrot-sur-Vair,200068682,5
Domèvre-sur-Avière,200068757,15
Domèvre-sur-Durbion,200068757,8
Domèvre-sous-Montfort,200068682,0
Domfaing,200042000,7
Domjulien,200068682,2
Dommartin-aux-Bois,200068369,6
Dommartin-lès-Remiremont,200068377,40
Dommartin-lès-Vallois,200068773,2
Dommartin-sur-Vraine,200068559,5
Dompaire,200068369,38
Dompierre,200068757,9
Domptail,200005957,11
Domrémy-la-Pucelle,200068559,1
Domvallier,200068369,1
Doncières,200005957,3
Dounoux,200068757,28
Éloyes,200068377,85
Entre-deux-Eaux,200071066,6
Épinal,200068757,1508
Escles,200068773,12
Esley,200068773,9
Essegney,200068757,10
Estrennes,200068682,2
Étival-Clairefontaine,200071066,62
Évaux-et-Ménil,200068369,6
Faucompierre,200042000,3
Fauconcourt,200005957,3
Fays,200042000,4
Ferdrupt,200033868,11
Fignévelle,200068773,1
Fiménil,200042000,8
Florémont,200068757,13
Fomerey,200068757,4
Fontenay,200042000,12
Fontenoy-le-Château,200068757,9
La Forge,200096634,12
Les Forges,200068757,33
Fouchécourt,200068773,0
Frain,200068773,2
Fraize,200071066,81
Frapelle,200071066,7
Frebécourt,200068559,7
Fremifontaine,200042000,14
Frenelle-la-Grande,200068369,1
Frenelle-la-Petite,200068369,0
Frénois,200068773,1
Fresse-sur-Moselle,200033868,30
Fréville,200068559,2
Frizon,200068757,14
Gelvécourt-et-Adompt,200068369,0
Gemaingoutte,200071066,4
Gemmelaincourt,200068682,4
Gendreville,200068682,1
Gérardmer,200096642,223
Gerbamont,200096634,10
Gerbépal,200071066,13
Gignéville,200068773,1
Gigney,200068757,0
Girancourt,200068757,16
Gircourt-lès-Viéville,200068369,2
Girecourt-sur-Durbion,200042000,11
Girmont-Val-d'Ajol,200068377,6
Gironcourt-sur-Vraine,200068559,26
Godoncourt,200068773,2
Golbey,200068757,307
Gorhey,200068369,6
Grand,200068559,7
La Grande-Fosse,200071066,2
Grandrupt-de-Bains,200068773,4
Grandrupt,200071066,2
Grandvillers,200042000,21
Granges-Aumontzey,200096642,63
Greux,200068559,10
Grignoncourt,200068773,1
Gruey-lès-Surance,200068757,1
Gugnécourt,200042000,50
Gugney-aux-Aulx,200068369,4
Hadigny-les-Verrières,200068757,7
Hadol,200068757,47
Hagécourt,200068369,5
Hagnéville-et-Roncourt,200068682,0
Haillainville,200068757,5
Harchéchamp,200068559,0
Hardancourt,200005957,1
Haréville,200068682,10
Harmonville,200068559,6
Harol,200068369,27
La Haye,200068757,3
Hennecourt,200068369,12
Hennezel,200068773,8
Hergugney,200068757,1
Herpelmont,200042000,2
Houécourt,200068682,15
Houéville,200068559,1
Housseras,200005957,15
La Houssière,200071066,11
Hurbache,200071066,7
Hymont,200068369,14
Igney,200068757,35
Isches,200068773,4
Jainvillotte,200068559,3
Jarménil,200068757,15
Jeanménil,200005957,26
Jésonville,200068773,4
Jeuxey,200068757,14
Jorxey,200068369,1
Jubainville,200068559,3
Jussarupt,200042000,5
Juvaincourt,200068369,4
Lamarche,200068773,18
Landaville,200068559,4
Langley,200068757,6
Laval-sur-Vologne,200042000,21
Laveline-devant-Bruyères,200042000,19
Laveline-du-Houx,200042000,4
Légéville-et-Bonfays,200068369,2
Lemmecourt,200068559,0
Lépanges-sur-Vologne,200042000,27
Lerrain,200068773,14
Lesseux,200071066,2
Liézey,200096642,4
Liffol-le-Grand,200068559,63
Lignéville,200068773,5
Lironcourt,200068773,2
Longchamp,200068757,12
Longchamp-sous-Châtenois,200068559,1
Lubine,200071066,6
Lusse,200071066,14
Luvigny,200071066,2
Maconcourt,200068559,0
Madecourt,200068369,0
Madegney,200068369,2
Madonne-et-Lamerey,200068369,12
Malaincourt,200068682,2
Mandray,200071066,13
Mandres-sur-Vair,200068682,8
Marainville-sur-Madon,200068369,1
Marey,200068773,1
Maroncourt,200068369,0
Martigny-les-Bains,200068773,11
Martigny-les-Gerbonvaux,200068559,1
Martinvelle,200068773,3
Mattaincourt,200068369,12
Maxey-sur-Meuse,200068559,5
Mazeley,200068757,6
Mazirot,200068369,4
Médonville,200068682,0
Méménil,200042000,3
Ménarmont,200005957,0
Ménil-en-Xaintois,200068559,4
Ménil-de-Senones,200071066,0
Ménil-sur-Belvitte,200005957,5
Le Ménil,200033868,14
Midrevaux,200068559,5
Mirecourt,200068369,196
Moncel-sur-Vair,200068559,5
Le Mont,200071066,0
Mont-lès-Lamarche,200068773,0
Mont-lès-Neufchâteau,200068559,7
Monthureux-le-Sec,200068682,1
Monthureux-sur-Saône,200068773,18
Montmotier,200068757,1
Morelmaison,200068559,5
Moriville,200068757,8
Morizécourt,200068773,5
Mortagne,200071066,8
Morville,200068682,1
Moussey,200071066,16
Moyemont,200005957,5
Moyenmoutier,200071066,74
Nayemont-les-Fosses,200071066,13
Neufchâteau,200068559,290
La Neuveville-devant-Lépanges,200042000,7
La Neuveville-sous-Châtenois,200068559,7
La Neuveville-sous-Montfort,200068682,5
Neuvillers-sur-Fave,200071066,5
Nomexy,200068757,58
Nompatelize,200071066,15
Nonville,200068773,4
Nonzeville,200042000,0
Norroy,200068682,4
Nossoncourt,200005957,4
Oëlleville,200068369,6
Offroicourt,200068682,3
Ollainville,200068559,1
Ortoncourt,200005957,3
Padoux,200068757,8
Pair-et-Grandrupt,200071066,9
Pallegney,200068757,2
Parey-sous-Montfort,200068682,3
Pargny-sous-Mureau,200068559,6
La Petite-Fosse,200071066,2
La Petite-Raon,200071066,24
Pierrefitte,200068369,3
Pierrepont-sur-l'Arentèle,200042000,5
Plainfaing,200071066,40
Pleuvezain,200068559,1
Plombières-les-Bains,200068377,24
Pompierre,200068559,6
Pont-lès-Bonfays,200068773,3
Pont-sur-Madon,200068369,6
Portieux,200068757,42
Les Poulières,200071066,9
Poussay,200068369,12
Pouxeux,200068757,54
Prey,200042000,1
Provenchères-lès-Darney,200068773,4
Provenchères-et-Colroy,200071066,43
Le Puid,200071066,0
Punerot,200068559,5
Puzieux,200068369,2
Racécourt,200068369,7
Rainville,200068559,7
Rambervillers,200005957,179
Ramecourt,200068369,8
Ramonchamp,200033868,59
Rancourt,200068369,0
Raon-aux-Bois,200068757,30
Raon-l'Étape,200071066,193
Raon-sur-Plaine,200071066,4
Rapey,200068369,0
Raves,200071066,6
Rebeuville,200068559,8
Regnévelle,200068773,4
Regney,200068369,0
Rehaincourt,200068757,8
Rehaupal,200096642,6
Relanges,200068773,4
Remicourt,200068369,1
Remiremont,200068377,329
Remoncourt,200068682,13
Remomeix,200071066,10
Removille,200068559,8
Renauvoid,200068757,3
Repel,200068369,0
Robécourt,200068773,0
Rochesson,200096634,15
Rollainville,200068559,8
Romain-aux-Bois,200068773,1
Romont,200005957,5
Les Rouges-Eaux,200071066,2
Le Roulier,200042000,5
Rouvres-en-Xaintois,200068369,4
Rouvres-la-Chétive,200068559,7
Roville-aux-Chênes,200005957,43
Rozerotte,200068682,2
Rozières-sur-Mouzon,200068773,0
Rugney,200068757,6
Ruppes,200068559,3
Rupt-sur-Moselle,200033868,112
Saint-Amé,200068377,39
Sainte-Barbe,200005957,8
Saint-Baslemont,200068773,1
Saint-Benoît-la-Chipotte,200005957,16
Saint-Dié-des-Vosges,200071066,751
Saint-Étienne-lès-Remiremont,200068377,115
Saint-Genest,200005957,1
Saint-Gorgon,200005957,8
Sainte-Hélène,200005957,13
Saint-Jean-d'Ormont,200071066,4
Saint-Julien,200068773,4
Saint-Léonard,200071066,32
Sainte-Marguerite,200071066,52
Saint-Maurice-sur-Mortagne,200005957,3
Saint-Maurice-sur-Moselle,200033868,28
Saint-Menge,200068559,4
Saint-Michel-sur-Meurthe,200071066,28
Saint-Nabord,200068377,110
Saint-Ouen-lès-Parey,200068682,13
Saint-Paul,200068559,6
Saint-Pierremont,200005957,3
Saint-Prancher,200068369,5
Saint-Remimont,200068682,7
Saint-Remy,200071066,11
Saint-Stail,200071066,0
Saint-Vallier,200068369,1
La Salle,200071066,6
Sanchey,200068757,18
Sandaucourt,200068682,3
Sans-Vallois,200068773,5
Sapois,200096634,15
Sartes,200068559,2
Le Saulcy,200071066,6
Saulcy-sur-Meurthe,200071066,72
Saulxures-lès-Bulgnéville,200068682,8
Saulxures-sur-Moselotte,200096634,47
Sauville,200068682,3
Savigny,200068757,8
Senaide,200068773,3
Senones,200071066,81
Senonges,200068773,5
Seraumont,200068559,1
Sercœur,200068757,7
Serécourt,200068773,3
Serocourt,200068773,2
Sionne,200068559,3
Socourt,200068757,10
Soncourt,200068559,1
Soulosse-sous-Saint-Élophe,200068559,18
Suriauville,200068682,4
Le Syndicat,200096634,44
Taintrux,200071066,28
Tendon,200096634,11
Thaon-les-Vosges,200068757,288
They-sous-Montfort,200068682,1
Thiéfosse,200096634,14
Le Thillot,200033868,78
Thiraucourt,200068369,3
Le Tholy,200096642,22
Les Thons,200068773,0
Thuillières,200068682,0
Tignécourt,200068773,4
Tilleux,200068559,0
Tollaincourt,200068773,2
Totainville,200068369,4
Trampot,200068559,1
Tranqueville-Graux,200068559,3
Trémonzey,200068757,1
Ubexy,200068757,4
Uriménil,200068757,35
Urville,200068682,1
Uxegney,200068757,46
Uzemain,200068757,16
La Vacheresse-et-la-Rouillie,200068682,4
Vagney,200096634,87
Le Val-d'Ajol,200068377,75
Valfroicourt,200068682,5
Valleroy-aux-Saules,200068369,4
Valleroy-le-Sec,200068682,1
Les Vallois,200068773,2
Le Valtin,200096642,1
Varmonzey,200068369,0
Vaubexy,200068369,3
Vaudéville,200068757,5
Vaudoncourt,200068682,2
Vaxoncourt,200068757,10
Vecoux,200068377,24
Velotte-et-Tatignécourt,200068369,3
Ventron,200096634,14
Le Vermont,200071066,3
Vervezelle,200042000,2
Vexaincourt,200071066,5
Vicherey,245400510,5
Vienville,200071066,3
Vieux-Moulin,200071066,10
Villers,200068369,1
Ville-sur-Illon,200068369,9
Villoncourt,200068757,3
Villotte,200068773,5
Villouxel,200068559,1
Viménil,200042000,1
Vincey,200068757,70
Viocourt,200068559,7
Vioménil,200068773,4
Vittel,200068682,98
Viviers-le-Gras,200068773,5
Viviers-lès-Offroicourt,200068682,0
La Voivre,200071066,19
Les Voivres,200068757,8
Vomécourt,200005957,8
Vomécourt-sur-Madon,200068369,1
Vouxey,200068559,4
Vrécourt,200068682,12
Vroville,200068369,1
Wisembach,200071066,13
Xaffévillers,200005957,2
Xamontarupt,200042000,1
Xaronval,200068369,3
Xertigny,200068757,47
Xonrupt-Longemer,200096642,27
Zincourt,200068757,0
Aigremont,200067080,1
Montholon,248900524,40
Aisy-sur-Armançon,200039642,5
Ancy-le-Franc,200039642,14
Ancy-le-Libre,200039642,0
Andryes,200067130,11
Angely,200039709,2
Annay-la-Côte,200039758,13
Annay-sur-Serein,200039709,4
Annéot,200039758,4
Annoux,200039709,1
Appoigny,200067114,61
Arces-Dilo,248900664,5
Arcy-sur-Cure,200039758,5
Argentenay,200039642,2
Argenteuil-sur-Armançon,200039642,7
Armeau,248900334,14
Arthonnay,200039642,1
Asnières-sous-Bois,200039758,3
Asquins,200039758,8
Athie,200039758,2
Augy,200067114,19
Auxerre,200067114,1360
Avallon,200039758,210
Bagneaux,248900664,0
Baon,200039642,3
Bassou,248900383,19
Bazarnes,200067080,7
Beaumont,200067304,15
Beauvilliers,200039758,1
Beauvoir,200067130,9
Beine,200067080,8
Bellechaume,200067304,7
La Belliole,248900748,2
Béon,248900938,6
Bernouil,200039642,0
Béru,200067080,2
Bessy-sur-Cure,200067080,2
Beugnon,200067304,4
Bierry-les-Belles-Fontaines,200039709,8
Blacy,200039709,1
Blannay,200039758,1
Bleigny-le-Carreau,200067114,5
Bléneau,200067130,23
Bœurs-en-Othe,248900664,9
Bois-d'Arcy,200039758,1
Bonnard,248900383,28
Les Bordes,248900334,7
Branches,200067114,11
Brannay,248900748,11
Brienon-sur-Armançon,200067304,113
Brion,248900938,14
Brosses,200039758,0
Bussières,200039758,1
Bussy-en-Othe,248900938,11
Bussy-le-Repos,248900748,8
Butteaux,200067304,5
Carisey,200067080,10
La Celle-Saint-Cyr,248900938,14
Censy,200039709,2
Cérilly,248900664,2
Cerisiers,248900664,30
Cézy,248900938,28
Chablis,200067080,61
Chailley,200067304,13
Chamoux,200039758,3
Champcevrais,200067130,7
Champignelles,200067130,19
Champigny,248900896,45
Champlay,248900938,19
Champlost,200067304,17
Champs-sur-Yonne,200067114,42
Chamvres,248900938,11
La Chapelle-sur-Oreuse,248900896,6
La Chapelle-Vaupelteigne,200067080,2
Charbuy,200067114,46
Charentenay,200067130,8
Charmoy,248900383,25
Charny Orée de Puisaye,200067130,103
Chassignelles,200039642,1
Chassy,248900524,7
Chastellux-sur-Cure,200039758,3
Châtel-Censoir,200039758,13
Châtel-Gérard,200039709,5
Chaumont,248900896,25
Chaumot,248900748,10
Chemilly-sur-Serein,200067080,5
Chemilly-sur-Yonne,200067304,21
Cheney,200039642,9
Cheny,248900383,69
Chéroy,248900748,41
Chéu,200067304,12
Chevannes,200067114,49
Chichée,200067080,11
Chichery,248900383,5
Chitry,200067114,4
Les Clérimois,248900664,3
Collan,200039642,4
Collemiers,248900334,11
Compigny,248900896,7
Cornant,248900748,6
Coulangeron,200067130,3
Coulanges-la-Vineuse,200067114,19
Coulanges-sur-Yonne,200067429,16
Coulours,248900664,2
Courgenay,248900664,13
Courgis,200067080,5
Courlon-sur-Yonne,248900896,33
Courson-les-Carrières,200067130,16
Courtoin,248900748,1
Courtois-sur-Yonne,248900334,17
Coutarnoux,200039709,4
Crain,200067429,5
Deux Rivières,200067080,35
Cruzy-le-Châtel,200039642,6
Cry,200039642,2
Cudot,248900938,3
Cussy-les-Forges,200039758,8
Cuy,248900896,18
Dannemoine,200039642,11
Diges,200067130,32
Dissangis,200039709,4
Dixmont,248900334,20
Dollot,248900748,3
Domats,248900748,15
Domecy-sur-Cure,200039758,6
Domecy-sur-le-Vault,200039758,2
Dracy,200067130,3
Druyes-les-Belles-Fontaines,200067130,4
Dyé,200039642,1
Égleny,200067130,11
Égriselles-le-Bocage,248900748,26
Épineau-les-Voves,248900383,32
Épineuil,200039642,10
Escamps,200067114,10
Escolives-Sainte-Camille,200067114,13
Esnon,200067304,10
Étais-la-Sauvin,200067130,11
Étaule,200039758,5
Étigny,248900334,17
Étivey,200039709,3
Évry,248900896,7
La Ferté-Loupière,248900524,8
Festigny,200067429,2
Flacy,248900664,3
Fleury-la-Vallée,248900524,21
Fleys,200067080,1
Flogny-la-Chapelle,200039642,31
Foissy-lès-Vézelay,200039758,0
Foissy-sur-Vanne,248900664,4
Fontaine-la-Gaillarde,248900334,6
Fontaines,200067130,6
Fontenay-près-Chablis,200067080,3
Fontenay-près-Vézelay,200039758,2
Fontenay-sous-Fouronnes,200067130,1
Fontenoy,200067130,5
Fouchères,248900748,8
Fournaudin,248900664,2
Fouronnes,200067130,1
Fresnes,200039709,1
Fulvy,200039642,2
Germigny,200067304,11
Gigny,200039642,0
Girolles,200039758,1
Gisy-les-Nobles,248900896,14
Givry,200039758,5
Gland,200039642,0
Grimault,200039709,3
Gron,248900334,40
Valravillon,248900524,29
Guillon-Terre-Plaine,200039709,10
Gurgy,200067114,38
Gy-l'Évêque,200067114,15
Hauterive,200067304,7
Héry,200067304,29
Irancy,200067114,8
Island,200039758,2
L'Isle-sur-Serein,200039709,17
Jaulges,200067304,11
Joigny,248900938,275
Jouancy,200039709,0
Joux-la-Ville,200039709,25
Jouy,248900748,12
Jully,200039642,1
Junay,200039642,4
Jussy,200067114,14
Lailly,248900664,0
Lain,200067130,5
Lainsecq,200067130,6
Lalande,200067130,2
Laroche-Saint-Cydroine,248900383,38
Lasson,200067304,1
Lavau,200067130,6
Leugny,200067130,8
Levis,200067130,7
Lézinnes,200039642,15
Lichères-près-Aigremont,200067080,2
Lichères-sur-Yonne,200039758,0
Lignorelles,200067080,4
Ligny-le-Châtel,200067080,19
Lindry,200067114,18
Lixy,248900748,11
Looze,248900938,12
Lucy-le-Bois,200039758,5
Lucy-sur-Cure,200067080,3
