INSEE;NOM;EPCI;DEP;REG;F0-2;F3-5;F6-10;F11-17;F18-24;F25-39;F40-54;F55-64;F65-79;F80+;;H0-2;H3-5;H6-10;H11-17;H18-24;H25-39;H40-54;H55-64;H65-79;H80+
24026;Bassillac et Auberoche;200040392;D24;R75;59;74;123;172;77;390;436;334;384;164;;58;71;137;172;97;364;455;323;388;86
24027;Bayac;200034833;D24;R75;13;2;11;9;6;25;43;20;32;13;;4;5;9;19;11;26;44;20;36;12
24028;Beaumontois en Périgord;200034833;D24;R75;17;23;31;43;39;112;151;138;243;131;;21;25;29;64;39;106;148;141;210;92
24029;Beaupouyet;200069094;D24;R75;6;4;20;20;15;35;47;47;49;22;;5;10;20;25;13;32;46;38;62;17
24030;Beauregard-de-Terrasson;200041150;D24;R75;8;4;18;29;12;42;65;62;69;38;;2;5;21;34;16;38;77;45;70;25
24031;Beauregard-et-Bassac;200069094;D24;R75;5;8;5;6;8;19;36;27;21;7;;2;1;8;5;7;20;34;20;28;5
24032;Beauronne;200040095;D24;R75;4;1;6;19;7;34;36;33;37;15;;1;8;12;11;4;31;36;31;35;10
24034;Beleymas;200069094;D24;R75;0;2;11;6;3;24;30;25;15;9;;7;1;4;9;14;26;33;23;19;11
24035;Pays de Belvès;200041051;D24;R75;14;13;32;47;14;84;128;107;175;110;;12;14;33;39;28;71;105;101;141;67
24036;Berbiguières;200041051;D24;R75;1;3;5;9;1;7;14;25;26;7;;2;1;4;3;3;7;16;16;22;5
24037;Bergerac;200070647;D24;R75;245;345;599;1012;786;1909;2432;1964;3188;1965;;332;353;658;980;821;1759;1956;1659;2333;1064
24038;Bertric-Burée;200040400;D24;R75;3;5;13;14;6;33;44;33;41;18;;7;4;14;24;4;34;46;33;39;15
24039;Besse;200041440;D24;R75;1;1;3;5;3;11;17;17;20;5;;1;1;1;5;2;9;17;17;19;7
24040;Beynac-et-Cazenac;200027217;D24;R75;2;3;5;24;13;28;53;52;67;35;;2;5;12;16;16;24;52;55;62;21
24042;Biras;200041572;D24;R75;8;21;23;25;7;83;70;29;43;15;;11;17;38;37;13;70;81;33;38;18
24043;Biron;200034833;D24;R75;0;1;2;5;5;5;15;14;17;5;;0;4;2;6;2;6;13;21;13;8
24045;Boisse;200040889;D24;R75;2;1;9;16;4;16;29;10;29;4;;2;5;6;12;7;14;28;16;30;6
24046;Boisseuilh;200041150;D24;R75;3;2;2;3;2;4;9;16;12;7;;0;1;2;2;1;4;13;13;10;11
24048;Bonneville-et-Saint-Avit-de-Fumadières;200034197;D24;R75;9;5;7;18;10;21;42;16;26;6;;3;4;7;20;11;22;37;22;26;4
24050;Borrèze;200040830;D24;R75;0;5;5;13;5;25;29;32;28;19;;5;3;13;24;8;28;31;32;28;10
24051;Bosset;200070647;D24;R75;3;2;5;9;8;19;20;13;27;11;;3;4;8;3;3;14;17;22;27;3
24052;Bouillac;200034833;D24;R75;1;0;3;10;3;7;14;15;8;6;;1;2;4;3;6;8;7;9;10;7
24053;Boulazac Isle Manoire;200040392;D24;R75;118;172;272;453;270;895;1191;777;919;327;;168;190;359;579;394;802;1033;731;870;218
24054;Bouniagues;200070647;D24;R75;8;11;20;18;10;53;56;52;47;22;;5;12;22;33;19;46;67;42;44;23
24055;Bourdeilles;200041572;D24;R75;8;8;16;20;7;45;75;59;84;81;;11;12;15;26;16;61;70;53;67;37
24056;Le Bourdeix;200071819;D24;R75;0;3;7;11;4;17;24;25;15;11;;1;4;6;9;3;13;19;23;22;9
24057;Bourg-des-Maisons;200040400;D24;R75;1;1;3;5;2;8;8;7;6;2;;0;0;0;2;0;6;7;4;7;3
24058;Bourg-du-Bost;200040400;D24;R75;2;3;8;7;4;12;26;16;26;5;;2;5;7;9;10;12;17;16;23;6
24059;Bourgnac;200069094;D24;R75;4;2;6;15;6;29;37;19;41;17;;6;3;5;14;3;35;34;25;38;12
24060;Bourniquel;200034833;D24;R75;2;1;0;4;1;3;9;4;8;4;;0;0;1;1;1;8;7;5;10;1
24061;Bourrou;200040392;D24;R75;5;4;3;6;3;12;12;6;12;8;;2;2;2;4;2;11;13;6;8;3
24062;Bouteilles-Saint-Sébastien;200040400;D24;R75;2;4;4;2;2;8;18;17;18;13;;3;2;7;6;4;10;19;14;16;5
24063;Bouzic;200041440;D24;R75;1;1;4;4;1;10;13;12;24;11;;0;3;4;3;4;6;13;13;13;11
24064;Brantôme en Périgord;200041572;D24;R75;41;34;75;129;75;259;326;293;413;267;;39;49;82;127;91;270;322;288;374;139
24066;Brouchaud;242401024;D24;R75;2;2;8;8;2;10;19;23;24;11;;4;2;4;9;4;13;21;21;20;7
24067;Le Bugue;200041168;D24;R75;22;35;43;64;46;131;200;201;372;306;;20;26;50;68;51;129;179;188;315;151
24068;Le Buisson-de-Cadouin;200034833;D24;R75;14;18;36;55;31;108;156;193;269;159;;12;12;39;49;40;103;150;166;241;82
24069;Bussac;200041572;D24;R75;5;6;14;15;10;28;43;35;24;15;;7;8;10;22;16;28;51;32;22;8
24070;Busserolles;200071819;D24;R75;4;7;8;18;11;20;57;51;60;30;;6;5;5;11;10;23;42;50;71;17
24071;Bussière-Badil;200071819;D24;R75;6;5;9;8;4;25;32;29;46;20;;6;9;11;14;9;24;30;31;43;13
24073;Calès;200034833;D24;R75;3;4;9;13;5;16;35;33;42;18;;4;5;6;19;9;21;43;28;48;17
24074;Calviac-en-Périgord;200040830;D24;R75;4;5;5;17;16;31;59;42;62;25;;12;6;12;17;8;30;50;41;54;24
24075;Campagnac-lès-Quercy;200041440;D24;R75;2;3;7;11;5;24;33;25;35;15;;5;2;11;11;6;15;36;22;36;15
24076;Campagne;200041168;D24;R75;7;5;7;18;7;28;37;41;38;21;;6;6;13;11;7;33;37;40;37;17
24077;Campsegret;200069094;D24;R75;5;5;7;15;7;30;39;28;29;12;;3;6;12;29;9;32;39;47;30;8
24080;Capdrot;200034833;D24;R75;3;10;10;14;7;35;35;35;57;63;;2;3;4;10;2;13;48;27;52;33
24081;Carlux;200040830;D24;R75;3;4;8;27;16;42;67;46;78;31;;6;7;18;35;10;32;59;61;66;22
24082;Carsac-Aillac;200040830;D24;R75;20;19;33;44;38;72;161;145;170;119;;10;15;33;52;37;86;136;126;157;57
24083;Carsac-de-Gurson;200034197;D24;R75;3;2;3;7;3;10;19;14;16;18;;3;2;2;6;4;14;15;13;17;14
24084;Carves;200041051;D24;R75;0;2;1;3;2;2;9;10;18;8;;3;0;2;2;1;6;10;8;13;4
24085;La Cassagne;200041150;D24;R75;1;0;10;6;3;6;20;10;12;7;;0;6;5;6;5;8;23;8;10;7
24086;Castelnaud-la-Chapelle;200041440;D24;R75;7;10;19;20;1;30;47;34;34;25;;9;5;11;22;5;31;42;38;32;24
24087;Castels et Bézenac;200041051;D24;R75;6;15;15;20;8;43;61;72;112;68;;7;5;22;20;16;55;55;78;97;35
24088;Cause-de-Clérans;200034833;D24;R75;7;3;6;11;6;28;31;26;44;14;;9;8;11;9;6;27;28;32;37;6
24090;Celles;200040400;D24;R75;6;6;16;22;7;41;57;54;54;23;;8;10;18;25;12;46;64;58;49;19
24091;Cénac-et-Saint-Julien;200041440;D24;R75;14;10;30;43;18;80;124;86;150;58;;18;16;16;60;27;74;112;91;137;38
24094;Chalagnac;200040392;D24;R75;7;8;6;28;9;35;53;39;30;13;;7;9;10;21;17;36;49;28;30;6
24095;Chalais;242400752;D24;R75;3;6;9;8;8;23;35;37;47;23;;6;4;7;13;7;31;41;42;36;18
24096;Champagnac-de-Belair;200041572;D24;R75;8;11;14;19;16;45;68;57;87;92;;9;8;15;24;30;40;81;68;70;24
24097;Champagne-et-Fontaine;200040400;D24;R75;2;2;8;10;5;17;28;39;55;14;;2;2;3;9;6;19;29;34;48;18
24098;Champcevinel;200040392;D24;R75;40;52;69;124;92;224;318;257;285;94;;39;45;81;136;68;199;279;250;258;73
24100;Champniers-et-Reilhac;200071819;D24;R75;5;4;9;10;7;25;29;56;45;35;;3;4;8;18;10;28;37;50;56;14
24101;Champs-Romain;200071819;D24;R75;2;3;6;5;5;18;28;19;36;15;;3;4;5;11;4;17;31;24;37;7
24102;Chancelade;200040392;D24;R75;55;44;100;180;72;308;457;397;509;202;;62;60;104;196;119;239;398;359;434;125
24104;Chantérac;200040095;D24;R75;10;17;21;22;16;53;61;40;44;30;;8;11;32;24;10;48;68;38;44;21
24105;Chapdeuil;200040400;D24;R75;3;1;1;4;3;11;12;12;13;5;;3;1;7;2;4;12;13;12;13;5
24106;La Chapelle-Aubareil;200041168;D24;R75;4;9;12;31;7;37;66;41;47;18;;5;8;17;28;14;37;61;36;44;11
24107;La Chapelle-Faucher;200041572;D24;R75;3;5;10;14;8;26;35;36;45;20;;2;2;10;14;5;25;43;34;41;18
24108;La Chapelle-Gonaguet;200040392;D24;R75;17;24;34;50;18;94;127;78;83;16;;13;19;48;50;11;88;116;86;87;16
24109;La Chapelle-Grésignac;200040400;D24;R75;1;1;2;0;1;4;8;14;10;9;;2;1;2;3;1;6;13;9;11;4
24110;La Chapelle-Montabourlet;200040400;D24;R75;0;0;1;3;0;3;9;10;5;5;;0;1;2;1;0;2;3;6;9;2
24111;La Chapelle-Montmoreau;200041572;D24;R75;1;1;0;1;1;2;5;4;15;6;;0;1;1;0;5;3;8;3;14;3
24113;La Chapelle-Saint-Jean;200041150;D24;R75;0;1;2;4;0;3;10;12;12;3;;1;0;0;2;1;3;6;13;13;3
24114;Chassaignes;200040400;D24;R75;2;1;1;2;1;3;8;9;5;4;;1;0;1;1;1;2;8;8;4;5
24115;Château-l'Évêque;200040392;D24;R75;29;45;64;77;34;189;209;176;212;74;;43;35;63;84;40;176;178;173;194;43
24116;Châtres;200041150;D24;R75;4;0;2;6;7;9;18;12;20;7;;2;1;5;10;8;11;22;15;16;9
24117;Les Coteaux Périgourdins;200041150;D24;R75;5;10;14;23;6;50;54;49;39;19;;13;6;23;26;16;49;63;44;41;13
24119;Cherval;200040400;D24;R75;4;0;2;3;3;15;26;25;32;14;;2;0;2;6;4;13;19;25;29;13
24120;Cherveix-Cubas;242401024;D24;R75;4;2;8;18;7;26;51;58;72;37;;2;3;5;20;12;26;54;56;77;16
24121;Chourgnac;200041150;D24;R75;0;1;0;4;2;2;8;4;9;5;;0;0;1;2;2;2;7;4;7;2
24122;Cladech;200041051;D24;R75;0;1;0;5;5;5;12;7;14;5;;0;1;1;4;0;6;15;6;12;5
24123;Clermont-de-Beauregard;200069094;D24;R75;1;1;3;5;3;10;13;8;15;4;;2;1;1;4;2;12;12;6;12;4
24124;Clermont-d'Excideuil;242401024;D24;R75;3;1;3;5;4;10;25;14;38;20;;4;3;3;5;5;14;15;27;26;12
24126;Colombier;200070647;D24;R75;9;5;5;12;2;22;36;17;15;7;;1;8;8;13;10;22;31;23;18;4
24128;Comberanche-et-Épeluche;200040400;D24;R75;0;0;6;11;7;8;21;14;14;10;;3;1;4;7;4;13;15;14;9;6
24129;Condat-sur-Trincou;200041572;D24;R75;5;10;10;25;11;37;54;32;44;28;;5;8;9;23;8;34;53;39;26;16
24130;Condat-sur-Vézère;200041150;D24;R75;13;11;22;47;28;50;98;66;88;44;;11;17;24;33;24;51;86;74;73;23
24131;Connezac;200071819;D24;R75;1;2;0;1;3;4;9;8;7;4;;0;0;0;1;1;2;8;9;12;1
24132;Conne-de-Labarde;200040889;D24;R75;1;9;8;6;3;24;28;18;21;12;;2;13;11;13;3;19;29;23;21;3
24133;La Coquille;242400752;D24;R75;11;13;18;34;24;63;110;97;163;164;;14;11;12;38;26;67;86;109;155;56
24134;Corgnac-sur-l'Isle;242400752;D24;R75;4;12;15;40;16;50;69;73;95;47;;5;9;21;20;25;51;76;70;108;40
24135;Cornille;200040392;D24;R75;9;8;17;35;5;47;70;53;73;16;;10;16;15;31;10;47;76;58;82;9
24136;Coubjours;200041150;D24;R75;1;0;1;7;1;5;11;9;9;11;;3;2;2;1;0;7;15;9;13;6
24137;Coulaures;242401024;D24;R75;10;10;18;25;10;58;59;54;87;30;;11;14;15;29;33;49;62;57;75;21
24138;Coulounieix-Chamiers;200040392;D24;R75;89;100;151;265;214;515;713;569;838;415;;105;105;178;269;293;491;606;490;658;252
24139;Coursac;200040392;D24;R75;41;41;77;108;44;206;254;174;149;33;;39;42;72;126;61;181;234;164;165;31
24140;Cours-de-Pile;200070647;D24;R75;13;16;54;78;24;107;148;123;163;52;;21;15;47;89;32;91;157;112;163;52
24141;Coutures;200040400;D24;R75;0;0;3;7;1;7;24;12;31;8;;2;0;1;10;6;9;21;17;24;6
24142;Coux et Bigaroque-Mouzens;200041051;D24;R75;10;18;27;50;20;76;129;95;150;53;;16;11;26;38;27;70;137;98;122;45
24143;Couze-et-Saint-Front;200034833;D24;R75;4;6;9;24;7;46;65;57;91;42;;10;9;26;35;13;52;63;68;65;35
24144;Creyssac;200040400;D24;R75;1;1;0;3;1;7;9;8;11;7;;2;3;0;3;0;6;8;12;12;5
24145;Creysse;200070647;D24;R75;25;24;44;63;51;114;180;152;186;73;;22;21;44;63;49;115;156;136;188;45
24146;Creyssensac-et-Pissot;200040392;D24;R75;7;3;6;10;4;19;30;22;18;5;;5;2;10;9;4;21;35;20;18;5
24147;Cubjac-Auvézère-Val d'Ans;242401024;D24;R75;10;21;37;39;20;95;104;72;118;43;;13;11;36;36;33;86;104;88;104;28
24148;Cunèges;200070647;D24;R75;7;3;7;6;6;20;35;23;36;8;;3;4;7;12;8;16;22;32;32;8
24150;Daglan;200041440;D24;R75;5;3;12;15;8;26;44;55;59;40;;3;4;11;9;12;25;42;59;65;31
24151;Doissat;200041051;D24;R75;0;0;2;2;0;4;12;15;5;8;;0;0;3;2;7;5;9;14;11;3
24152;Domme;200041440;D24;R75;9;7;16;27;19;40;82;75;99;99;;7;12;16;31;17;38;82;77;103;53
24153;La Dornac;200041150;D24;R75;5;3;13;18;11;30;43;29;27;15;;4;5;13;24;9;25;54;31;27;13
24154;Douchapt;200040400;D24;R75;4;6;12;18;7;24;38;26;34;4;;2;8;13;13;8;24;46;20;31;10
24155;Douville;200069094;D24;R75;6;3;7;13;6;39;42;27;48;25;;7;8;15;32;8;34;50;38;39;14
24156;La Douze;200040392;D24;R75;12;11;43;44;34;100;133;82;90;29;;19;17;29;65;39;93;129;85;87;21
24157;Douzillac;200040095;D24;R75;12;10;20;46;21;56;80;63;78;37;;10;9;19;41;23;56;74;58;76;25
24158;Dussac;242401024;D24;R75;4;8;10;12;6;21;34;35;45;25;;3;5;9;8;6;27;38;41;48;25
24159;Échourgnac;200040384;D24;R75;5;6;7;7;6;25;33;50;43;22;;4;2;9;10;4;22;32;45;49;11
24160;Église-Neuve-de-Vergt;200040392;D24;R75;7;10;23;30;6;57;65;33;38;14;;11;12;23;28;11;53;63;39;35;13
24161;Église-Neuve-d'Issac;200069094;D24;R75;1;1;5;2;2;5;10;10;15;6;;2;3;4;4;3;8;13;7;21;1
24162;Escoire;200040392;D24;R75;3;3;5;22;6;20;48;49;32;9;;0;4;15;17;11;21;41;60;29;4
24163;Étouars;200071819;D24;R75;2;0;4;5;2;10;17;14;17;6;;3;5;3;6;2;16;14;15;16;8
24164;Excideuil;242401024;D24;R75;14;7;20;29;19;66;86;64;142;198;;14;9;28;40;22;57;73;83;130;76
24165;Eygurande-et-Gardedeuil;200040384;D24;R75;4;11;13;27;8;35;45;27;38;12;;4;5;12;19;8;35;43;19;38;10
24167;Eymet;200040889;D24;R75;24;21;57;69;60;127;210;201;371;236;;21;32;37;82;42;127;178;213;315;124
24168;Plaisance;200040889;D24;R75;2;5;16;13;7;28;38;43;45;20;;9;3;2;11;4;32;36;44;49;14
24171;Eyzerac;242400752;D24;R75;8;3;9;13;12;34;57;53;56;23;;8;5;14;16;14;40;66;61;53;12
24172;Les Eyzies;200041168;D24;R75;9;13;24;37;20;87;101;94;134;50;;22;13;29;29;16;76;96;89;118;50
24174;Fanlac;200041168;D24;R75;1;2;2;8;2;5;11;20;8;16;;0;1;2;4;3;8;7;16;19;6
24175;Les Farges;200041168;D24;R75;2;6;5;10;6;16;45;24;28;10;;3;4;5;14;8;16;39;28;35;5
24176;Faurilles;200040889;D24;R75;0;0;0;3;0;1;4;3;5;2;;1;0;0;1;3;1;2;5;4;2
24177;Faux;200040889;D24;R75;2;11;20;27;17;53;56;47;71;23;;7;8;22;31;14;47;67;50;60;19
24179;La Feuillade;200041150;D24;R75;13;14;26;37;14;58;95;72;53;25;;13;11;14;30;26;59;82;65;61;21
24180;Firbeix;242400752;D24;R75;6;5;8;9;7;23;27;24;34;11;;4;7;17;3;5;24;31;32;27;7
24182;Le Fleix;200070647;D24;R75;12;22;42;71;31;94;136;131;163;60;;19;23;47;77;38;95;132;103;151;45
24183;Fleurac;200041168;D24;R75;0;5;11;8;4;21;36;35;33;15;;4;1;12;4;3;12;32;22;35;7
24184;Florimont-Gaumier;200041440;D24;R75;1;1;2;4;0;9;17;12;19;10;;3;3;2;5;1;6;17;10;14;12
24186;Fonroque;200040889;D24;R75;3;7;6;21;7;31;24;31;30;11;;5;3;10;11;4;27;38;17;36;7
24188;Fossemagne;200041150;D24;R75;7;3;14;22;7;41;60;42;63;26;;9;5;10;22;15;31;56;40;59;11
24189;Fougueyrolles;200034197;D24;R75;4;7;11;22;9;28;52;34;41;12;;4;5;12;24;9;36;53;42;34;10
24190;Fouleix;200040392;D24;R75;3;8;1;19;4;26;34;13;22;3;;5;3;15;15;4;19;33;16;22;3
24191;Fraisse;200070647;D24;R75;1;5;6;10;4;14;17;15;10;5;;1;5;3;6;7;14;20;10;17;4
24192;Gabillou;200041150;D24;R75;4;2;2;3;1;3;11;8;9;4;;0;1;5;1;1;6;5;7;15;3
24193;Gageac-et-Rouillac;200070647;D24;R75;11;3;13;23;12;30;62;36;41;11;;3;6;12;15;18;30;52;37;47;14
24194;Gardonne;200070647;D24;R75;21;30;46;68;44;126;159;104;143;83;;22;29;59;68;48;119;152;94;135;38
24195;Gaugeac;200034833;D24;R75;1;1;2;6;1;6;9;11;13;3;;2;1;2;2;3;7;10;11;13;5
24196;Génis;242401024;D24;R75;3;1;10;16;4;21;39;48;66;33;;2;4;10;15;12;15;53;53;71;18
24197;Ginestet;200070647;D24;R75;9;13;14;36;13;49;70;69;84;21;;12;7;16;24;17;46;62;62;96;15
24199;Gout-Rossignol;200040400;D24;R75;4;2;9;7;1;16;22;21;52;57;;2;3;2;10;7;17;24;32;46;34
24200;Grand-Brassac;200040400;D24;R75;9;9;11;19;9;39;41;49;54;27;;5;10;15;22;7;37;55;55;56;19
24202;Granges-d'Ans;200041150;D24;R75;1;0;5;3;0;6;10;14;23;14;;1;1;4;0;0;7;13;9;23;10
24205;Grignols;200040095;D24;R75;8;17;22;28;15;54;64;50;64;21;;12;11;17;30;8;48;65;48;65;22
24206;Grives;200041051;D24;R75;0;1;1;6;1;5;11;10;10;6;;2;0;3;5;5;5;11;11;12;5
24207;Groléjac;200041440;D24;R75;9;12;21;16;7;47;58;52;67;21;;13;12;18;19;13;48;64;64;73;22
24208;Grun-Bordas;200040392;D24;R75;7;8;2;12;9;30;21;15;10;8;;8;5;7;8;6;23;32;13;15;3
24209;Hautefaye;200071819;D24;R75;2;2;2;5;2;9;9;14;9;7;;1;4;9;1;3;13;12;10;13;9
24210;Hautefort;200041150;D24;R75;5;7;13;21;12;38;80;84;95;85;;2;4;16;21;18;54;72;66;94;36
24211;Issac;200069094;D24;R75;8;7;12;17;3;35;40;36;49;14;;6;7;7;19;5;32;37;31;57;8
24212;Issigeac;200040889;D24;R75;10;9;14;31;14;37;68;61;83;85;;9;7;12;14;18;39;58;51;79;47
24213;Jaure;200040095;D24;R75;3;2;7;6;5;12;17;12;17;6;;6;1;3;8;4;14;22;14;8;4
24214;Javerlhac-et-la-Chapelle-Saint-Robert;200071819;D24;R75;13;7;20;28;14;58;82;71;92;50;;8;5;19;27;16;52;84;73;79;31
24215;Jayac;200040830;D24;R75;3;4;5;4;2;11;18;17;16;11;;2;2;4;10;3;10;15;17;19;9
24216;La Jemaye-Ponteyraud;200040400;D24;R75;0;1;4;4;1;7;17;13;20;6;;2;4;3;6;4;9;15;12;18;6
24217;Journiac;200041168;D24;R75;4;10;18;15;6;30;53;33;40;20;;6;7;9;22;10;26;54;40;37;13
24218;Jumilhac-le-Grand;242400752;D24;R75;14;9;31;29;14;68;110;109;130;51;;5;12;24;40;19;67;116;118;129;49
24220;Lacropte;200040392;D24;R75;9;11;17;27;17;64;74;49;53;20;;8;15;24;28;24;53;73;52;51;17
24221;Rudeau-Ladosse;200041572;D24;R75;0;1;2;3;4;5;11;9;22;6;;0;0;1;40;2;4;14;9;21;3
24222;La Force;200070647;D24;R75;23;46;79;101;61;181;272;210;259;151;;32;38;83;106;66;169;257;177;249;81
24223;Lalinde;200034833;D24;R75;20;15;41;114;60;126;258;250;370;281;;29;22;62;91;62;144;210;215;308;147
24224;Lamonzie-Montastruc;200070647;D24;R75;9;12;23;24;6;53;72;54;70;19;;9;12;24;35;13;53;70;54;66;12
24225;Lamonzie-Saint-Martin;200070647;D24;R75;31;58;81;133;66;214;267;207;259;69;;43;60;90;128;82;210;246;171;260;64
24226;Lamothe-Montravel;200034197;D24;R75;17;25;48;44;23;106;109;117;130;98;;17;18;46;54;32;99;119;111;126;50
24227;Lanouaille;242401024;D24;R75;9;10;15;30;16;51;81;85;103;123;;9;17;12;21;15;62;82;74;97;51
24228;Lanquais;200034833;D24;R75;1;3;16;16;14;28;42;53;59;32;;5;3;11;12;6;36;45;42;54;20
24229;Le Lardin-Saint-Lazare;200041150;D24;R75;19;18;46;67;36;102;170;129;185;79;;16;21;43;56;46;118;169;131;164;57
24230;Larzac;200041051;D24;R75;3;4;3;5;4;15;14;12;8;3;;5;4;5;7;2;11;20;12;11;1
24231;Lavalade;200034833;D24;R75;0;0;6;6;1;7;8;12;9;2;;1;1;3;4;0;7;9;8;13;3
24232;Lavaur;200041440;D24;R75;0;0;1;3;0;4;10;8;4;4;;1;2;1;3;1;1;6;10;6;5
24234;Les Lèches;200069094;D24;R75;5;8;8;10;7;31;27;36;38;14;;5;6;9;13;6;31;35;40;36;13
24236;Léguillac-de-l'Auche;200040095;D24;R75;17;13;27;50;26;78;112;71;77;28;;16;14;34;47;24;74;117;75;72;14
24237;Lembras;200070647;D24;R75;11;18;29;51;22;68;117;105;170;42;;13;13;38;51;20;69;111;95;165;33
24238;Lempzours;242400752;D24;R75;1;3;3;8;2;6;19;9;13;9;;0;1;3;6;7;8;14;10;11;4
24240;Limeuil;200041168;D24;R75;2;2;11;9;5;17;30;30;36;15;;1;6;11;10;14;21;35;23;42;14
24241;Limeyrat;200041150;D24;R75;4;3;15;22;5;36;41;37;42;17;;1;8;9;26;8;33;36;39;37;17
24242;Liorac-sur-Louyre;200034833;D24;R75;2;3;6;5;8;18;22;24;33;12;;1;3;10;6;9;14;23;26;26;5
24243;Lisle;200040400;D24;R75;11;8;20;26;16;50;74;74;93;60;;8;7;17;24;12;57;76;64;89;40
24244;Lolme;200034833;D24;R75;1;1;4;1;4;4;9;12;25;52;;1;2;2;3;1;5;11;12;23;18
24245;Loubejac;200041440;D24;R75;2;3;14;8;4;14;27;20;31;9;;3;4;8;8;3;13;23;29;26;8
24246;Lunas;200070647;D24;R75;2;5;21;22;10;37;48;31;33;14;;15;4;14;17;11;35;43;29;32;3
24247;Lusignac;200040400;D24;R75;2;3;5;5;4;10;12;9;21;9;;2;2;2;7;2;17;15;9;17;8
24248;Lussas-et-Nontronneau;200071819;D24;R75;1;3;2;5;10;14;25;34;29;18;;4;4;2;12;6;13;28;33;34;6
24251;Manzac-sur-Vern;200040392;D24;R75;7;8;19;21;11;41;51;46;46;26;;9;5;17;20;15;37;63;38;57;17
24252;Marcillac-Saint-Quentin;200027217;D24;R75;12;16;28;39;18;62;91;70;82;15;;9;18;16;38;20;56;88;61;65;15
24253;Mareuil en Périgord;200041572;D24;R75;20;20;32;73;43;130;205;211;289;158;;23;24;42;74;43;135;169;226;283;92
24254;Marnac;200041051;D24;R75;4;3;5;1;5;10;14;17;24;11;;1;0;5;4;7;7;16;20;22;10
24255;Marquay;200027217;D24;R75;3;10;9;20;2;43;55;47;63;27;;9;10;17;25;13;39;64;55;55;18
24256;Marsac-sur-l'Isle;200040392;D24;R75;41;50;97;129;110;294;351;240;236;81;;43;57;92;129;125;281;332;214;196;51
24257;Marsalès;200034833;D24;R75;4;1;5;7;6;13;18;30;22;7;;3;4;6;6;2;18;18;16;32;11
24259;Eyraud-Crempse-Maurens;200069094;D24;R75;21;20;46;59;21;109;171;137;140;67;;22;24;42;72;35;116;166;137;144;37
24260;Mauzac-et-Grand-Castang;200034833;D24;R75;4;10;17;27;7;27;65;45;66;23;;7;5;13;19;17;86;188;122;103;18
24261;Mauzens-et-Miremont;200041168;D24;R75;1;5;4;6;1;27;32;26;30;17;;2;1;5;6;4;16;27;37;26;11
24262;Mayac;242401024;D24;R75;5;5;7;14;5;13;36;30;33;16;;8;2;6;13;9;16;39;33;31;17
24263;Mazeyrolles;200041440;D24;R75;3;2;8;10;5;6;35;25;37;18;;1;2;6;13;5;14;32;31;40;11
24264;Ménesplet;200040384;D24;R75;28;21;60;77;45;147;170;142;177;65;;26;25;56;94;49;139;183;136;171;52
24266;Mensignac;200040392;D24;R75;19;26;60;59;32;124;166;104;128;42;;26;29;39;75;47;107;175;102;126;34
24267;Mescoules;200070647;D24;R75;3;6;4;9;1;18;15;13;18;7;;1;3;3;8;3;21;20;8;15;3
24268;Meyrals;200041051;D24;R75;14;13;22;23;10;64;55;59;62;24;;9;15;26;29;11;59;58;56;57;14
24269;Mialet;242400752;D24;R75;6;4;11;12;12;28;48;58;104;44;;3;6;15;13;9;28;51;56;91;36
24271;Milhac-de-Nontron;200071819;D24;R75;2;5;3;10;9;24;42;35;65;41;;3;4;12;13;8;28;45;46;64;34
24272;Minzac;200034197;D24;R75;7;12;8;24;9;39;57;29;43;16;;4;6;13;25;10;35;51;37;36;17
24273;Molières;200034833;D24;R75;4;6;2;17;1;21;29;29;41;16;;4;4;14;11;5;19;30;37;38;7
24274;Monbazillac;200070647;D24;R75;8;9;8;26;26;44;86;79;79;40;;7;4;9;29;19;54;84;80;81;27
24276;Monestier;200070647;D24;R75;5;6;8;18;9;28;39;29;42;18;;4;13;14;26;7;26;42;30;31;12
24277;Monfaucon;200070647;D24;R75;2;4;9;9;6;15;42;21;20;11;;5;3;12;17;10;18;39;21;16;10
24278;Monmadalès;200040889;D24;R75;1;2;0;4;2;5;9;8;7;2;;1;0;1;2;6;7;6;9;8;3
24279;Monmarvès;200040889;D24;R75;0;1;2;7;1;2;9;5;5;3;;1;0;1;4;1;4;4;5;6;1
24280;Monpazier;200034833;D24;R75;3;3;3;8;7;27;26;49;73;31;;5;4;4;12;11;23;31;47;68;16
24281;Monsac;200034833;D24;R75;1;0;5;6;3;4;19;24;27;3;;1;3;2;5;3;10;25;19;17;8
24282;Monsaguel;200040889;D24;R75;1;0;2;7;2;8;15;15;16;6;;1;2;6;5;2;6;16;12;15;6
24284;Montagnac-d'Auberoche;200041150;D24;R75;2;0;3;6;1;10;14;10;11;5;;1;3;5;9;5;7;11;11;21;2
24285;Montagnac-la-Crempse;200069094;D24;R75;6;8;10;21;10;25;43;26;36;47;;1;7;9;14;13;20;43;32;31;18
24286;Montagrier;200040400;D24;R75;6;8;12;25;11;33;44;42;50;34;;8;7;14;15;8;38;43;42;46;16
24287;Montaut;200040889;D24;R75;2;2;1;2;1;10;15;10;13;9;;1;3;4;2;2;9;15;16;10;3
24288;Montazeau;200034197;D24;R75;3;2;5;7;7;14;26;21;46;12;;5;5;2;7;6;13;32;23;41;8
