INSEE;NOM;EPCI;DEP;REG;F0-2;F3-5;F6-10;F11-17;F18-24;F25-39;F40-54;F55-64;F65-79;F80+;;H0-2;H3-5;H6-10;H11-17;H18-24;H25-39;H40-54;H55-64;H65-79;H80+
54483;Saint-Nicolas-de-Port;245400189;D54;R44;108;115;181;291;256;661;704;499;625;398;;121;112;238;278;248;695;672;490;482;207
54484;Sainte-Pôle;200069433;D54;R44;1;3;5;6;3;7;20;9;21;7;;2;2;8;16;5;9;19;13;17;6
54485;Saint-Pancré;200043693;D54;R44;4;6;12;16;8;24;32;23;23;7;;1;5;10;14;8;25;36;30;20;7
54486;Saint-Remimont;200035772;D54;R44;5;11;11;17;9;30;34;28;29;6;;8;3;10;14;11;23;42;19;30;5
54487;Saint-Rémy-aux-Bois;200067643;D54;R44;1;1;5;3;0;6;7;7;6;1;;2;3;1;1;0;7;5;4;6;1
54488;Saint-Sauveur;200069433;D54;R44;0;0;0;0;0;1;3;3;7;3;;0;0;1;1;1;3;3;7;1;1
54489;Saint-Supplet;200043693;D54;R44;1;1;2;4;6;10;19;15;9;2;;3;0;1;7;5;16;19;19;11;2
54490;Saizerais;245400601;D54;R44;22;34;53;66;48;133;177;94;90;31;;21;22;54;72;50;127;186;77;85;20
54491;Sancy;200070290;D54;R44;6;4;10;15;4;26;40;20;31;9;;4;3;12;19;15;28;43;19;23;6
54492;Sanzey;200070563;D54;R44;1;2;7;14;3;12;13;12;7;2;;3;3;5;9;2;15;17;9;9;5
54493;Saulnes;245400262;D54;R44;24;33;57;101;70;198;269;177;185;91;;33;40;63;121;80;189;265;151;150;62
54494;Saulxerotte;245400510;D54;R44;3;2;2;4;0;15;9;4;3;1;;3;4;6;5;3;11;12;9;4;1
54495;Saulxures-lès-Nancy;245400676;D54;R44;58;61;122;197;114;353;402;320;379;197;;79;79;132;189;125;312;367;277;321;138
54496;Saulxures-lès-Vannes;245400510;D54;R44;3;6;28;16;12;36;34;21;18;13;;8;10;19;25;4;37;32;22;22;6
54497;Saxon-Sion;200035772;D54;R44;0;0;0;3;3;1;12;5;12;1;;1;0;1;36;8;1;7;7;8;1
54498;Seichamps;245400676;D54;R44;80;92;143;210;154;396;512;421;449;270;;78;95;165;218;166;349;420;337;403;152
54499;Seicheprey;200070738;D54;R44;2;2;1;9;2;7;16;6;10;1;;1;0;6;6;7;4;16;5;9;2
54500;Selaincourt;245400510;D54;R44;6;3;4;8;4;20;10;14;16;7;;3;3;9;5;7;15;18;15;15;2
54501;Seranville;200067643;D54;R44;4;4;7;5;2;10;13;5;3;3;;1;1;2;8;0;7;13;9;3;2
54502;Serres;245400759;D54;R44;6;9;8;14;5;28;21;16;15;5;;5;5;5;9;10;25;23;17;16;1
54504;Serrouville;200070290;D54;R44;9;10;21;27;21;71;71;60;27;13;;6;14;22;22;22;61;92;53;30;4
54505;Sexey-aux-Forges;245400171;D54;R44;11;15;28;28;18;63;83;48;43;24;;5;14;32;34;27;54;88;58;37;13
54507;Sionviller;245400759;D54;R44;1;3;1;6;0;6;11;15;10;0;;2;0;3;1;0;7;12;11;14;0
54508;Sivry;200070589;D54;R44;4;4;6;10;7;19;26;14;17;7;;1;2;9;15;11;17;34;17;13;6
54509;Sommerviller;245400189;D54;R44;9;17;33;26;30;78;98;77;99;32;;16;17;38;44;21;88;99;83;71;21
54510;Sornéville;200070589;D54;R44;11;5;12;9;14;23;37;23;16;3;;4;6;14;14;15;28;33;23;13;3
54511;Sponville;200070738;D54;R44;0;1;2;6;2;12;8;11;9;4;;1;1;6;0;2;11;13;12;9;2
54512;Tanconville;200069433;D54;R44;0;4;3;4;3;3;12;8;6;5;;0;2;3;4;4;5;16;10;10;4
54513;Tantonville;200035772;D54;R44;9;16;28;26;18;62;48;38;62;27;;6;20;29;25;16;60;62;39;40;16
54514;Tellancourt;200043693;D54;R44;17;17;24;29;15;79;58;44;27;21;;7;9;18;24;16;64;76;41;26;10
54515;Thélod;245400171;D54;R44;4;4;10;12;2;18;26;28;16;6;;2;6;7;15;7;15;21;29;18;5
54516;They-sous-Vaudemont;200035772;D54;R44;1;1;0;0;0;2;2;0;2;0;;0;0;1;2;0;2;3;0;0;0
54517;Thézey-Saint-Martin;200070589;D54;R44;4;4;6;5;4;20;26;11;17;3;;2;4;8;7;12;19;23;17;9;2
54518;Thiaucourt-Regniéville;200070738;D54;R44;15;14;29;55;34;102;108;52;87;94;;21;19;22;45;43;98;108;73;65;32
54519;Thiaville-sur-Meurthe;200070324;D54;R44;12;10;17;30;13;62;44;39;51;21;;15;12;28;22;16;50;46;48;38;20
54520;Thiébauménil;200070324;D54;R44;9;5;9;21;10;27;43;24;29;9;;5;8;14;19;14;32;40;24;31;10
54521;Thil;245701404;D54;R44;45;33;71;66;49;213;211;105;129;51;;43;41;64;91;65;223;238;94;109;29
54522;Thorey-Lyautey;200035772;D54;R44;0;0;3;7;1;6;17;15;13;4;;2;1;8;2;7;8;14;15;10;1
54523;Thuilley-aux-Groseilles;245400510;D54;R44;5;5;8;11;20;34;20;9;12;5;;3;3;7;8;89;96;65;13;7;2
54524;Thumeréville;200070845;D54;R44;2;2;2;2;3;7;5;6;5;4;;3;3;3;2;2;11;7;9;9;3
54525;Tiercelet;245400262;D54;R44;9;13;20;34;14;42;85;32;62;18;;9;11;9;25;33;47;74;37;63;18
54526;Tomblaine;245400676;D54;R44;153;183;303;419;348;922;868;590;581;306;;182;198;323;420;380;853;806;489;472;146
54527;Tonnoy;245400189;D54;R44;5;8;23;32;16;43;80;54;59;17;;4;10;16;38;16;39;77;63;50;14
54528;Toul;200070563;D54;R44;250;269;415;679;753;1386;1521;990;1222;622;;276;274;497;677;665;1598;1499;990;975;299
54529;Tramont-Émy;245400510;D54;R44;0;0;0;1;1;0;3;9;3;1;;0;0;0;1;1;0;0;3;4;1
54530;Tramont-Lassus;245400510;D54;R44;2;2;3;7;2;4;6;9;10;2;;1;0;3;0;4;12;8;7;8;1
54531;Tramont-Saint-André;245400510;D54;R44;0;2;3;1;1;6;3;4;9;0;;0;1;0;1;3;9;8;4;6;1
54532;Tremblecourt;200070563;D54;R44;4;3;7;11;8;12;16;13;11;10;;0;2;4;7;2;10;16;9;9;10
54533;Trieux;200070290;D54;R44;58;54;117;132;66;299;262;153;148;76;;50;59;113;139;70;270;238;138;132;45
54534;Trondes;200070563;D54;R44;13;12;15;28;16;42;63;27;22;12;;10;10;22;32;18;46;65;31;33;6
54535;Tronville;200070738;D54;R44;2;4;10;8;7;17;21;13;16;2;;1;4;5;5;5;20;20;16;18;1
54536;Tucquegnieux;200070290;D54;R44;24;40;66;93;70;198;251;175;224;148;;26;33;65;94;62;228;197;179;159;90
54537;Ugny;245400262;D54;R44;10;9;28;29;10;59;96;38;47;12;;9;16;19;43;24;50;94;52;38;8
54538;Uruffe;245400510;D54;R44;11;2;18;16;10;35;27;27;28;15;;5;8;13;24;9;33;35;17;30;8
54539;Vacqueville;200070324;D54;R44;5;2;2;6;3;16;26;22;16;9;;7;2;6;11;9;18;28;23;13;7
54540;Val-et-Châtillon;200069433;D54;R44;7;14;14;28;16;42;50;34;49;27;;5;4;13;28;20;38;61;49;57;13
54541;Valhey;245400759;D54;R44;2;2;8;11;2;15;20;14;7;9;;0;5;8;5;4;13;19;12;8;4
54542;Valleroy;200070845;D54;R44;31;33;59;87;74;209;228;219;157;84;;38;38;64;94;88;203;235;186;148;41
54543;Vallois;200070324;D54;R44;1;2;4;5;2;7;13;11;19;8;;0;1;8;6;6;9;14;7;18;5
54544;Vandelainville;200070738;D54;R44;2;4;5;3;5;9;17;12;15;1;;5;1;4;6;1;10;19;12;8;1
54545;Vandeléville;245400510;D54;R44;3;5;5;14;2;24;20;12;16;1;;3;4;10;12;2;20;26;11;19;2
54546;Vandières;200041515;D54;R44;12;29;25;26;28;93;76;77;89;18;;18;18;24;43;14;92;89;62;77;20
54547;Vandœuvre-lès-Nancy;245400676;D54;R44;474;446;744;896;3201;2592;2059;1759;1950;1092;;478;469;785;1060;3675;2672;1958;1386;1542;484
54548;Vannes-le-Châtel;245400510;D54;R44;4;5;19;30;14;43;54;30;35;25;;5;4;14;23;18;46;62;32;45;15
54549;Varangéville;245400189;D54;R44;47;49;91;146;146;293;340;285;329;112;;49;48;95;143;154;329;315;263;301;67
54550;Vathiménil;200070324;D54;R44;0;4;6;16;6;30;36;24;22;5;;5;8;14;19;10;27;29;29;26;5
54551;Vaucourt;200069433;D54;R44;0;1;1;3;3;3;7;8;5;4;;0;1;2;2;1;2;4;7;6;2
54552;Vaudémont;200035772;D54;R44;0;0;2;4;1;4;7;7;7;1;;0;2;0;2;2;5;5;6;11;1
54553;Vaudeville;200035772;D54;R44;1;2;3;9;3;10;17;11;13;10;;0;0;4;8;4;7;19;10;10;5
54554;Vaudigny;200035772;D54;R44;0;1;7;4;1;7;7;6;4;1;;2;2;6;1;5;7;5;6;3;0
54555;Vaxainville;200070324;D54;R44;2;2;0;7;2;4;10;4;7;6;;1;1;5;6;5;6;9;6;3;2
54556;Vého;200069433;D54;R44;1;2;1;2;4;6;16;9;3;4;;1;4;2;7;6;8;13;10;5;3
54557;Bois-de-Haye;200070563;D54;R44;32;49;81;104;75;205;261;152;151;44;;39;40;97;113;81;205;246;176;140;28
54558;Velaine-sous-Amance;200070589;D54;R44;2;2;12;12;12;21;24;18;27;13;;5;2;2;17;9;22;31;23;21;6
54559;Velle-sur-Moselle;200067643;D54;R44;4;6;10;20;6;31;29;21;20;9;;6;5;16;10;7;28;26;23;27;7
54560;Veney;200070324;D54;R44;1;1;1;2;2;3;8;5;3;2;;2;0;2;1;0;7;5;4;3;0
54561;Vennezey;200067643;D54;R44;0;0;2;2;0;2;7;2;1;3;;0;0;0;5;0;1;10;3;2;1
54562;Verdenal;200069433;D54;R44;1;0;5;9;4;9;14;8;13;1;;1;0;2;13;14;7;19;12;11;2
54563;Vézelise;200035772;D54;R44;18;15;31;45;42;139;126;94;120;70;;24;21;40;62;47;125;139;78;109;16
54564;Viéville-en-Haye;200070738;D54;R44;1;2;11;2;2;8;17;13;8;3;;3;3;5;6;5;7;19;15;11;3
54565;Vigneulles;200067643;D54;R44;2;3;9;8;14;16;25;19;16;7;;2;2;4;12;16;22;28;16;14;3
54566;Vilcey-sur-Trey;200070738;D54;R44;2;3;14;14;3;8;8;11;8;2;;0;3;23;11;3;8;11;8;8;2
54567;Villacourt;200067643;D54;R44;2;7;7;12;6;30;40;37;29;15;;3;4;8;13;19;21;40;26;27;9
54568;Ville-au-Montois;200043693;D54;R44;3;2;6;9;9;24;31;16;14;9;;5;6;9;12;8;29;27;20;17;6
54569;Ville-au-Val;200041515;D54;R44;4;7;11;7;6;25;18;10;10;1;;2;4;6;11;10;21;17;14;8;2
54570;Villecey-sur-Mad;200070738;D54;R44;4;7;19;23;8;33;40;17;13;5;;4;10;13;13;14;29;47;19;20;2
54571;Ville-en-Vermois;245400189;D54;R44;10;15;14;20;15;50;60;49;63;8;;10;9;18;18;14;45;67;45;50;12
54572;Ville-Houdlémont;200043693;D54;R44;16;21;25;26;9;78;64;46;27;13;;9;17;32;45;16;76;80;54;30;4
54573;Villers-en-Haye;200041515;D54;R44;2;4;3;4;3;18;14;9;17;5;;5;2;3;6;7;24;17;10;10;2
54574;Villers-la-Chèvre;200043693;D54;R44;6;12;12;19;8;41;73;55;35;8;;9;9;26;24;20;32;71;54;33;5
54575;Villers-la-Montagne;245400262;D54;R44;20;21;35;62;33;139;167;105;136;51;;27;26;40;57;58;135;152;104;133;37
54576;Villers-le-Rond;200043693;D54;R44;5;3;8;2;1;13;9;9;7;4;;3;3;2;1;7;13;12;9;8;2
54577;Villers-lès-Moivrons;200070589;D54;R44;1;8;2;11;3;14;14;7;9;3;;4;1;6;8;2;15;13;9;7;4
54578;Villers-lès-Nancy;245400676;D54;R44;166;212;348;540;809;1184;1260;1031;1268;806;;230;216;318;410;947;1217;1060;759;1090;433
54579;Villers-sous-Prény;200041515;D54;R44;8;9;9;11;9;31;31;18;37;11;;5;3;5;13;12;32;40;19;24;6
54580;Villerupt;245701404;D54;R44;196;195;302;375;320;1032;983;643;687;496;;188;193;291;391;315;1061;1027;588;555;260
54581;Ville-sur-Yron;200070845;D54;R44;2;7;11;18;7;23;34;23;17;7;;2;2;10;15;11;18;39;24;24;4
54582;Villette;200043693;D54;R44;2;4;10;9;4;16;23;10;13;2;;5;1;3;5;4;20;24;17;9;2
54583;Villey-le-Sec;200070563;D54;R44;7;7;8;18;16;32;52;35;26;7;;3;3;13;20;21;36;37;56;15;8
54584;Villey-Saint-Étienne;200070563;D54;R44;14;17;32;51;22;90;102;82;91;23;;13;14;32;40;24;81;100;78;95;18
54585;Virecourt;200067643;D54;R44;11;4;16;26;13;40;49;32;40;18;;7;7;12;26;17;38;47;44;33;11
54586;Viterne;245400171;D54;R44;13;10;26;36;21;68;75;54;53;15;;11;9;21;48;17;73;74;50;53;12
54587;Vitrey;200035772;D54;R44;0;3;6;11;8;15;24;10;8;9;;2;3;7;11;4;14;28;13;10;3
54588;Vitrimont;200070324;D54;R44;9;6;9;27;21;36;43;25;31;9;;5;5;11;13;9;42;35;34;22;4
54589;Vittonville;200041515;D54;R44;1;4;7;3;7;11;14;14;4;3;;3;0;4;1;4;13;14;17;5;0
54590;Viviers-sur-Chiers;200043693;D54;R44;14;11;13;33;14;66;66;48;46;18;;15;9;29;28;22;63;69;39;48;11
54591;Voinémont;200035772;D54;R44;7;6;8;16;11;23;42;25;24;14;;5;3;8;15;13;23;39;21;22;9
54592;Vroncourt;200035772;D54;R44;3;3;8;17;8;21;23;22;20;6;;4;4;7;9;14;21;30;20;15;6
54593;Waville;200070738;D54;R44;9;11;10;33;10;50;39;26;33;6;;8;1;20;17;12;37;53;26;26;3
54594;Xammes;200070738;D54;R44;4;5;6;10;4;19;16;13;10;0;;4;2;8;16;2;14;14;13;5;1
54595;Xermaménil;200070324;D54;R44;6;14;29;35;10;48;67;46;28;9;;6;7;18;32;13;46;68;40;34;5
54596;Xeuilley;245400171;D54;R44;21;17;30;38;30;100;83;67;72;28;;27;27;33;35;27;99;91;72;60;11
54597;Xirocourt;200035772;D54;R44;7;7;18;26;9;39;53;25;32;14;;6;8;13;20;9;29;57;31;32;11
54598;Xivry-Circourt;200070290;D54;R44;2;10;11;10;6;25;23;24;17;18;;1;2;8;14;8;15;31;23;11;13
54599;Xonville;200070738;D54;R44;0;1;0;3;2;13;10;9;6;3;;1;4;4;11;2;9;13;10;9;2
54600;Xousse;200069433;D54;R44;1;2;2;10;7;10;12;5;7;8;;1;3;1;7;1;9;16;8;7;8
54601;Xures;245400759;D54;R44;0;0;1;5;0;4;11;7;14;3;;0;1;1;4;5;4;12;10;13;3
54602;Han-devant-Pierrepont;200043693;D54;R44;5;2;6;5;8;13;14;9;10;6;;2;1;5;9;4;11;21;3;12;3
55001;Abainville;200066108;D55;R44;1;5;9;12;7;16;29;26;26;7;;4;3;7;10;8;24;32;25;31;3
55002;Abaucourt-Hautecourt;245501242;D55;R44;0;0;2;8;2;6;14;5;6;6;;1;1;3;5;1;4;20;9;9;1
55004;Aincreville;200066132;D55;R44;2;2;2;0;3;8;3;5;6;7;;0;2;5;3;2;8;3;10;8;2
55005;Amanty;200066108;D55;R44;0;0;0;4;1;0;5;2;9;0;;0;0;1;1;0;0;3;3;3;4
55007;Ambly-sur-Meuse;200066165;D55;R44;6;8;6;8;3;20;26;15;19;5;;5;1;8;12;7;20;23;23;20;6
55008;Amel-sur-l'Étang;200066173;D55;R44;1;4;6;7;4;12;15;8;8;5;;2;1;7;8;6;9;21;10;9;4
55009;Ancemont;200066165;D55;R44;7;10;16;26;16;41;61;35;31;22;;5;3;26;25;13;38;64;47;40;10
55010;Ancerville;200066108;D55;R44;42;34;76;119;69;199;274;208;227;111;;29;32;66;119;70;188;234;225;217;78
55011;Andernay;245501184;D55;R44;3;4;10;8;5;22;27;19;18;10;;8;7;7;11;5;27;21;19;18;9
55012;Apremont-la-Forêt;200034874;D55;R44;8;9;13;20;9;30;41;39;23;12;;9;11;17;13;19;36;41;34;32;6
55013;Arrancy-sur-Crusnes;200066173;D55;R44;10;8;18;20;13;50;45;32;28;10;;9;5;17;23;15;51;47;26;33;6
55014;Aubréville;200066116;D55;R44;2;6;7;15;8;30;30;38;28;14;;8;6;5;14;8;30;36;32;32;13
55015;Aulnois-en-Perthois;200066108;D55;R44;7;9;16;25;8;44;55;32;36;7;;8;6;25;26;16;47;47;40;31;6
55017;Autrécourt-sur-Aire;200066140;D55;R44;0;0;1;5;2;5;8;11;13;4;;2;5;5;7;1;9;15;7;12;3
55018;Autréville-Saint-Lambert;200066132;D55;R44;0;1;2;0;2;4;4;2;4;1;;1;1;2;2;2;3;3;2;2;2
55021;Avillers-Sainte-Croix;245501176;D55;R44;1;2;4;8;1;9;6;3;7;2;;0;1;0;3;3;3;9;2;6;0
55022;Avioth;245501259;D55;R44;0;4;2;7;2;7;14;14;17;6;;1;2;4;2;1;10;15;9;19;4
55023;Avocourt;200066116;D55;R44;3;1;5;4;3;8;7;9;13;2;;1;3;1;4;2;9;13;8;18;6
55024;Azannes-et-Soumazannes;200066173;D55;R44;3;4;6;4;5;10;18;9;9;9;;3;1;4;11;2;19;15;14;10;6
55025;Baâlon;200066132;D55;R44;5;3;11;17;10;19;29;15;21;9;;4;6;10;15;10;16;31;20;20;5
55026;Badonvilliers-Gérauvilliers;200066108;D55;R44;0;2;2;6;2;5;18;10;11;8;;2;1;1;5;5;7;13;12;11;8
55027;Bannoncourt;245500327;D55;R44;6;8;9;5;4;17;10;14;8;5;;3;2;4;7;2;11;18;12;10;4
55028;Bantheville;200066132;D55;R44;2;4;2;4;1;10;13;4;7;5;;1;3;6;2;5;10;11;5;11;2
55029;Bar-le-Duc;200033025;D55;R44;169;215;352;565;595;1061;1431;1056;1341;894;;202;245;357;631;672;1118;1329;969;1037;353
55031;Baudonvilliers;200066108;D55;R44;5;3;7;9;9;20;35;40;53;6;;1;4;2;13;10;26;34;41;55;5
55032;Baudrémont;200066140;D55;R44;0;1;0;2;0;4;3;8;2;1;;1;1;1;1;1;4;5;5;3;2
55033;Baulny;200066116;D55;R44;0;2;1;0;0;3;0;1;2;1;;1;0;0;1;0;2;1;2;1;0
55034;Bazeilles-sur-Othain;245501259;D55;R44;2;2;6;2;3;9;13;10;7;4;;2;3;2;4;1;11;8;10;5;5
55035;Bazincourt-sur-Saulx;200066108;D55;R44;2;1;4;6;2;12;15;16;10;3;;0;3;5;7;0;14;15;15;14;3
55036;Beauclair;200066132;D55;R44;1;3;7;5;3;6;10;5;9;2;;0;1;0;3;4;4;9;8;8;1
55037;Beaufort-en-Argonne;200066132;D55;R44;1;1;3;11;1;5;16;10;12;5;;2;1;0;10;3;7;13;13;19;4
55038;Beaulieu-en-Argonne;200066140;D55;R44;0;0;2;1;1;0;3;4;5;2;;0;0;2;1;2;0;6;6;2;1
55039;Beaumont-en-Verdunois;200049187;D55;R44;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0
55040;Beausite;200066140;D55;R44;6;3;8;2;9;18;16;21;24;11;;2;3;5;15;3;20;20;25;27;12
55041;Behonne;200033025;D55;R44;2;5;11;18;10;31;46;60;104;25;;6;5;14;23;10;27;50;46;98;16
55042;Belleray;200049187;D55;R44;4;13;21;17;7;43;42;29;62;16;;12;14;16;25;10;47;38;38;60;12
55043;Belleville-sur-Meuse;200049187;D55;R44;47;47;78;136;90;270;277;218;316;110;;39;42;105;108;107;276;267;183;248;58
55044;Belrain;200066140;D55;R44;1;0;1;4;0;3;3;5;1;0;;0;0;0;2;0;2;6;1;2;1
55045;Belrupt-en-Verdunois;200066165;D55;R44;11;8;24;16;10;52;59;51;38;12;;11;10;19;30;11;57;57;37;39;0
55046;Beney-en-Woëvre;200034874;D55;R44;2;1;5;9;3;10;17;9;7;2;;0;4;8;5;4;9;14;15;8;1
55047;Béthelainville;200049187;D55;R44;1;1;8;11;3;13;20;11;6;7;;2;1;3;9;4;10;24;12;13;2
55048;Béthincourt;200049187;D55;R44;1;1;2;2;0;3;2;3;2;2;;0;2;2;3;2;1;5;2;3;0
55049;Beurey-sur-Saulx;200033025;D55;R44;6;6;12;23;4;30;41;34;35;20;;5;5;8;22;17;34;43;36;33;7
55050;Bezonvaux;200049187;D55;R44;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0
55051;Biencourt-sur-Orge;200066108;D55;R44;3;2;2;2;2;8;9;8;15;5;;0;1;4;3;6;10;12;10;13;5
55053;Billy-sous-Mangiennes;200066173;D55;R44;7;6;14;19;9;38;33;15;33;10;;11;11;11;24;10;32;35;21;29;3
55054;Bislée;245500327;D55;R44;0;1;1;1;0;5;4;5;10;1;;1;1;2;3;3;4;6;5;8;1
55055;Blanzée;245501242;D55;R44;0;0;0;0;1;0;1;1;3;1;;0;0;0;0;0;1;2;1;2;0
55057;Boinville-en-Woëvre;245501242;D55;R44;0;4;2;2;1;6;8;4;7;0;;1;0;7;5;0;9;11;5;4;1
55058;Boncourt-sur-Meuse;200066157;D55;R44;8;5;10;21;7;24;32;21;27;14;;2;5;12;9;7;30;34;22;31;5
55059;Bonnet;200066108;D55;R44;0;1;3;10;4;14;18;12;18;11;;2;2;6;13;5;15;25;12;14;9
55060;Bonzée;245501176;D55;R44;6;3;10;21;5;23;41;30;31;9;;2;6;11;17;7;29;39;24;35;6
55061;Le Bouchon-sur-Saulx;200066108;D55;R44;6;6;7;12;6;19;24;11;18;8;;2;6;7;18;6;19;21;12;22;5
55062;Bouconville-sur-Madt;200034874;D55;R44;1;1;3;7;3;8;7;10;10;1;;1;1;3;4;8;13;11;8;8;2
55063;Bouligny;200070290;D55;R44;35;46;81;99;74;194;219;168;213;163;;36;35;65;107;73;210;210;159;165;93
55064;Bouquemont;200066140;D55;R44;1;1;4;10;2;11;10;8;6;6;;3;2;6;3;2;8;11;6;6;2
55065;Boureuilles;200066116;D55;R44;1;3;1;4;0;10;10;9;13;4;;0;1;3;5;2;12;14;16;9;3
55066;Bovée-sur-Barboure;200066157;D55;R44;0;0;6;4;1;14;14;6;10;4;;1;5;5;9;8;12;14;6;9;5
55067;Boviolles;200066157;D55;R44;1;1;4;4;2;10;8;9;9;3;;0;4;1;3;1;11;11;8;9;1
55068;Brabant-en-Argonne;200066116;D55;R44;2;1;2;3;2;11;6;11;6;4;;4;1;1;3;1;17;9;10;7;4
55069;Brabant-le-Roi;245501184;D55;R44;0;5;8;9;6;16;21;12;24;13;;2;1;12;18;3;12;24;18;20;3
55070;Brabant-sur-Meuse;200066116;D55;R44;1;1;6;9;4;9;17;6;6;2;;0;1;5;10;3;10;19;7;4;2
55071;Brandeville;200066173;D55;R44;3;6;3;11;2;14;17;12;16;5;;2;2;8;19;3;9;23;6;15;6
55072;Braquis;245501242;D55;R44;2;2;5;4;2;12;7;8;5;4;;2;1;4;5;3;16;11;7;6;3
55073;Bras-sur-Meuse;200049187;D55;R44;8;12;13;36;30;46;75;49;55;23;;11;5;19;33;36;50;71;44;48;20
55075;Brauvilliers;200066108;D55;R44;1;3;6;10;5;18;13;10;11;5;;3;8;5;6;3;17;16;13;15;3
55076;Bréhéville;200066173;D55;R44;3;4;5;13;5;11;17;10;23;6;;4;1;1;13;7;10;18;8;14;2
55077;Breux;245501259;D55;R44;10;4;7;16;3;29;20;14;26;5;;2;4;8;11;6;26;29;19;17;4
55078;Brieulles-sur-Meuse;200066132;D55;R44;3;4;6;12;5;18;29;31;25;16;;4;3;7;7;12;22;22;32;33;7
55079;Brillon-en-Barrois;200066108;D55;R44;13;17;28;38;14;78;60;41;50;19;;16;28;26;27;11;68;51;45;52;14
55080;Brixey-aux-Chanoines;200066157;D55;R44;1;0;2;3;0;7;10;7;9;6;;2;0;0;1;1;7;4;13;5;2
55081;Brizeaux;200066140;D55;R44;1;1;3;1;1;5;8;3;5;1;;0;0;4;4;0;4;6;5;9;1
55082;Brocourt-en-Argonne;200066116;D55;R44;0;0;0;0;1;3;5;4;5;3;;0;1;1;0;1;5;5;4;7;1
55083;Brouennes;200066132;D55;R44;2;6;3;6;4;14;14;13;7;3;;3;4;4;12;2;12;15;9;15;5
55084;Broussey-en-Blois;200066157;D55;R44;0;1;1;2;1;4;6;7;2;2;;2;1;2;2;3;5;5;5;4;1
55085;Broussey-Raulecourt;200034874;D55;R44;5;3;10;8;8;27;27;26;14;10;;12;4;13;13;6;30;30;22;16;4
55087;Bure;200066108;D55;R44;1;0;3;4;2;3;8;6;8;4;;0;0;4;2;3;8;8;4;11;1
55088;Burey-en-Vaux;200066157;D55;R44;0;3;3;9;1;15;9;8;17;7;;5;2;5;9;2;15;10;11;14;7
55089;Burey-la-Côte;200066157;D55;R44;1;3;0;4;2;6;5;10;12;2;;0;0;2;7;0;6;8;9;9;2
55093;Buxières-sous-les-Côtes;200034874;D55;R44;4;5;4;10;4;18;32;16;37;10;;3;3;7;7;4;20;30;26;36;6
55094;Buzy-Darmont;245501242;D55;R44;8;7;18;20;16;50;57;33;46;13;;13;7;21;20;29;55;55;24;38;11
55095;Cesse;200066132;D55;R44;2;3;2;4;1;10;10;12;4;5;;2;1;4;5;2;13;8;13;4;0
55096;Chaillon;200034874;D55;R44;2;2;2;7;1;10;8;11;12;0;;0;2;5;5;2;9;10;14;11;0
55097;Chalaines;200066157;D55;R44;4;6;12;19;5;25;30;20;28;11;;1;4;14;11;6;24;33;18;32;8
55099;Champneuville;200049187;D55;R44;0;3;7;5;1;13;10;7;7;2;;1;0;10;5;5;10;17;3;13;1
55100;Champougny;200066157;D55;R44;0;1;5;4;0;9;9;6;3;2;;0;1;3;5;1;5;14;7;0;1
55101;Chardogne;200033025;D55;R44;1;3;7;13;7;31;25;19;36;9;;4;2;12;10;8;25;31;24;25;7
55102;Charny-sur-Meuse;200049187;D55;R44;7;7;10;34;15;38;67;36;44;15;;6;6;16;27;15;34;61;30;45;14
55103;Charpentry;200066116;D55;R44;0;0;0;0;1;0;3;1;3;0;;0;0;0;1;0;0;7;0;4;2
55104;Chassey-Beaupré;200066108;D55;R44;2;0;1;2;1;4;8;7;11;6;;4;1;1;1;1;5;6;5;13;2
55105;Châtillon-sous-les-Côtes;245501242;D55;R44;4;3;4;10;1;17;17;7;16;3;;3;4;5;14;4;16;16;14;13;3
55106;Chattancourt;200049187;D55;R44;6;3;8;10;3;17;15;9;8;5;;5;7;4;8;8;18;20;16;5;2
55107;Chaumont-devant-Damvillers;200066173;D55;R44;1;3;2;2;1;3;4;1;7;0;;1;2;1;1;1;6;4;1;5;1
55108;Chaumont-sur-Aire;200066140;D55;R44;1;0;2;4;5;6;15;9;11;8;;1;0;4;8;4;3;17;11;11;4
55109;Chauvency-le-Château;245501259;D55;R44;4;4;12;7;3;22;16;16;22;5;;3;8;11;7;8;30;17;17;18;1
55110;Chauvency-Saint-Hubert;245501259;D55;R44;1;4;5;9;8;20;20;16;20;6;;4;3;9;13;8;19;26;13;18;6
55111;Chauvoncourt;245500327;D55;R44;5;3;9;19;3;22;56;42;46;20;;2;3;11;14;6;20;51;46;45;13
55113;Cheppy;200066116;D55;R44;1;2;4;11;3;10;14;12;17;5;;2;3;8;10;2;9;14;6;22;0
55114;Chonville-Malaumont;200066157;D55;R44;3;3;11;6;6;24;19;18;8;8;;4;3;3;10;4;16;25;13;11;11
55115;Cierges-sous-Montfaucon;200066116;D55;R44;0;0;0;1;1;2;4;1;9;3;;1;1;2;1;2;4;4;3;7;0
55116;Le Claon;200066116;D55;R44;1;0;3;0;0;4;6;7;4;1;;0;0;2;1;2;3;7;6;3;3
55117;Clermont-en-Argonne;200066116;D55;R44;18;9;23;72;44;93;132;114;138;112;;23;13;27;61;50;88;137;119;128;50
